capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp optimal_time_infinite_case order_of_submission Gilmore_Gomory order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction  
194040 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.878601933 0.880286182 0.879387448 0.880162731 0.879251823 0.880382596 0.880468635 0.876704359 0.876738970 0.876738970 0.878144602 0.878144602 0.878270148  
211680 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.878601933 0.880286182 0.879387448 0.880162731 0.879251823 0.880382596 0.880468635 0.876381267 0.876443692 0.876443692 0.878129193 0.878129193 0.877947056  
229320 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.877598853 0.879091294 0.879288336 0.878784333 0.879134579 0.879239754 0.879604634 0.869717938 0.867993274 0.867993274 0.876060570 0.876060570 0.870099828  
246960 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.874756106 0.873413256 0.875645097 0.872459767 0.875745428 0.874395999 0.874738485 0.861776206 0.857373128 0.857373128 0.874976668 0.874976668 0.858445301  
264600 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.872696453 0.871405385 0.875241174 0.868446701 0.875256365 0.869342631 0.869012008 0.862236304 0.856933321 0.856933321 0.854090848 0.854090848 0.855930790  
282240 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.872696453 0.871405385 0.875241174 0.868446701 0.875256365 0.869342631 0.869012008 0.861877871 0.855981901 0.855981901 0.853674935 0.853674935 0.855250125  
299880 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.870626503 0.869262638 0.871953322 0.866810140 0.871968513 0.867602211 0.867510801 0.854640027 0.846084351 0.846084351 0.847580086 0.847580086 0.846920168  
317520 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.858942389 0.859187071 0.860861892 0.854890462 0.860981132 0.856021726 0.855743014 0.842977156 0.832460594 0.832460594 0.833240652 0.833240652 0.831875275  
335160 0.884277775 0.822042436 0.822042436 0.062235339 0.822068192 0.833173817 0.832615046 0.836003751 0.831845676 0.836023335 0.832744948 0.832856857 0.824735048 0.822334471 0.822334471 0.822448625 0.822448625 0.824252744  
176400 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.987413403 0.989292020 0.988542266 0.988699782 0.988428838 0.990066132 0.989922571 0.986032154 0.986061334 0.986061334 0.987506696 0.987506696 0.987700429  
194040 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.987413403 0.989292020 0.988542266 0.988699782 0.988428838 0.990066132 0.989922571 0.986032154 0.986061334 0.986061334 0.987506696 0.987506696 0.987700429  
211680 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.987327855 0.989233413 0.988340881 0.988669865 0.988227453 0.990066132 0.989922571 0.985040434 0.985130864 0.985130864 0.985687968 0.985687968 0.986601365  
229320 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.986015138 0.987591911 0.987917676 0.987194384 0.987832929 0.987277193 0.988296604 0.978519716 0.977270965 0.977270965 0.985159802 0.985159802 0.978729360  
246960 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.983542962 0.983264178 0.985955382 0.982550718 0.985928675 0.982545706 0.981935602 0.972283096 0.965066084 0.965066084 0.984163875 0.984163875 0.968036148  
264600 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.982085421 0.981512230 0.984864202 0.979026849 0.984966426 0.976608294 0.976468480 0.969900344 0.964552765 0.964552765 0.961785919 0.961785919 0.964308067  
282240 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.981803533 0.980574187 0.984560839 0.978686991 0.984663063 0.976517957 0.976381385 0.969123420 0.962478918 0.962478918 0.960915132 0.960915132 0.962460262  
299880 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.978843438 0.978750781 0.980626562 0.975627390 0.980793299 0.973522099 0.972960368 0.960599816 0.952987224 0.952987224 0.952169901 0.952169901 0.953427419  
317520 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.968470544 0.968197388 0.970120592 0.965694669 0.970336999 0.962542213 0.961606520 0.951440965 0.939147826 0.939147826 0.940535947 0.940535947 0.939634328  
335160 0.993232312 0.928583994 0.928583994 0.064648318 0.928606967 0.941558160 0.942515963 0.943463361 0.942447533 0.943331231 0.941438380 0.941715513 0.931796293 0.929400804 0.929400804 0.928649340 0.928649340 0.930749032  
176400 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.908991193 0.909417480 0.908419627 0.910040002 0.908340952 0.909917046 0.909813186 0.907474161 0.907290088 0.907290088 0.907341175 0.907341175 0.907525552  
194040 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.908991193 0.909417480 0.908419627 0.910040002 0.908340952 0.909917046 0.909813186 0.907474161 0.907290088 0.907290088 0.907341175 0.907341175 0.907525552  
211680 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.908991193 0.909417480 0.908419627 0.910040002 0.908340952 0.909917046 0.909813186 0.906314921 0.905591349 0.905591349 0.906998295 0.906998295 0.906477571  
229320 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.907221281 0.908275445 0.908419627 0.908633180 0.908340952 0.908843184 0.908974863 0.897959510 0.897081692 0.897081692 0.905434705 0.905434705 0.898710425  
246960 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.904725240 0.904224998 0.907459729 0.903242157 0.907602634 0.903420831 0.902596124 0.891442189 0.885408476 0.885408476 0.904676075 0.904676075 0.886924321  
264600 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.902358277 0.900905669 0.904685794 0.898447527 0.904839975 0.897363329 0.897548813 0.891438274 0.885372142 0.885372142 0.882251382 0.882251382 0.884485933  
282240 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.901683193 0.900633993 0.904103351 0.898340037 0.904257532 0.897363329 0.897548813 0.890043678 0.883680393 0.883680393 0.880625049 0.880625049 0.882668759  
299880 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.900257342 0.899358026 0.900596882 0.896593020 0.900751063 0.894499332 0.894646982 0.884655714 0.875369511 0.875369511 0.873699589 0.873699589 0.874704340  
317520 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.888514084 0.887890165 0.891530505 0.886966799 0.891943813 0.883962303 0.884047654 0.873699197 0.862905344 0.862905344 0.862884584 0.862884584 0.862089514  
335160 0.913388558 0.849874316 0.849874316 0.063514242 0.849897155 0.862474243 0.860668549 0.862761888 0.862226730 0.862589126 0.860286580 0.860486840 0.851528557 0.850357377 0.850357377 0.850030007 0.850030007 0.852066374  
176400 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.889859480 0.890282723 0.889052054 0.890407118 0.889098169 0.890650797 0.890554048 0.888221219 0.888219541 0.888219541 0.888326066 0.888326066 0.888350982  
194040 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.889859480 0.890282723 0.889052054 0.890407118 0.889098169 0.890650797 0.890554048 0.888221219 0.888219541 0.888219541 0.888326066 0.888326066 0.888350982  
211680 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.889859480 0.890282723 0.888965493 0.890368882 0.889011608 0.890650797 0.890554048 0.887946295 0.887974868 0.887974868 0.887925209 0.887925209 0.888031329  
229320 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.889146161 0.889291097 0.888892936 0.889623970 0.889011608 0.888173609 0.889310081 0.881438974 0.880869255 0.880869255 0.886858054 0.886858054 0.881166904  
246960 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.886361554 0.884893258 0.888118015 0.884643939 0.888032943 0.882955787 0.883241524 0.873370287 0.867190023 0.867190023 0.880556579 0.880556579 0.867131125  
264600 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.883266948 0.882305843 0.886455201 0.879539791 0.886374600 0.878655063 0.878913279 0.872545205 0.866753764 0.866753764 0.863919823 0.863919823 0.865686275  
282240 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.883017131 0.882305843 0.886222109 0.879432032 0.886141508 0.878565552 0.878805520 0.871508269 0.866463375 0.866463375 0.863279402 0.863279402 0.864978912  
299880 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.881418727 0.880795263 0.884154272 0.878381660 0.884073671 0.877716746 0.878018927 0.866236964 0.858750711 0.858750711 0.856938261 0.856938261 0.858313099  
317520 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.871778045 0.869954612 0.873864557 0.868125010 0.873916775 0.866209041 0.866643146 0.854893699 0.845192747 0.845192747 0.845472116 0.845472116 0.844765857  
335160 0.894056485 0.829475126 0.829475126 0.064581359 0.829498852 0.841946589 0.838351410 0.842608562 0.838173746 0.842666855 0.836196266 0.836591892 0.831176770 0.830910814 0.830910814 0.830109444 0.830109444 0.832067551  
176400 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.139858946 1.141599229 1.139996291 1.142491419 1.139937781 1.142238475 1.142090289 1.138089722 1.138132789 1.138132789 1.138971164 1.138971164 1.138991937  
194040 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.139858946 1.141599229 1.139996291 1.142491419 1.139937781 1.142238475 1.142090289 1.138089722 1.138132789 1.138132789 1.138971164 1.138971164 1.138991937  
211680 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.139858946 1.141471398 1.139996291 1.142385107 1.139937781 1.142238475 1.142090289 1.137717026 1.137052854 1.137052854 1.138207352 1.138207352 1.138571040  
229320 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.138422015 1.138594502 1.139592983 1.141111874 1.139747533 1.140742852 1.138690474 1.129927414 1.128741905 1.128741905 1.137927426 1.137927426 1.129716153  
246960 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.135011860 1.134668072 1.136661337 1.132703109 1.136715121 1.134001201 1.132469485 1.121766889 1.114928763 1.114928763 1.137610930 1.137610930 1.117526333  
264600 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.132646697 1.130272591 1.135869763 1.126957633 1.135823969 1.126972909 1.126831350 1.121874976 1.115540018 1.115540018 1.110204666 1.110204666 1.112429614  
282240 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.132516976 1.130272591 1.135614035 1.126957633 1.135568241 1.126972909 1.126831350 1.121247195 1.115182724 1.115182724 1.109894853 1.109894853 1.112210220  
299880 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.131714493 1.129129509 1.133391252 1.126613730 1.133345458 1.125786217 1.125548474 1.113719055 1.105584639 1.105584639 1.103310041 1.103310041 1.104501498  
317520 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.119990160 1.119337976 1.123683898 1.115703428 1.123974691 1.116585093 1.115788310 1.102847630 1.094311704 1.094311704 1.094058725 1.094058725 1.092266492  
335160 1.145579224 1.064361922 1.064361922 0.081217302 1.064387464 1.083142601 1.080183909 1.085123665 1.080540605 1.085584556 1.080290883 1.080162707 1.070095239 1.064815483 1.064815483 1.064554704 1.064554704 1.067323567  
176400 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.208409794 1.210007882 1.208422466 1.210453068 1.208435967 1.210356191 1.210524914 1.206633531 1.206619283 1.206619283 1.207575640 1.207575640 1.207557610  
194040 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.208409794 1.210007882 1.208422466 1.210453068 1.208435967 1.210356191 1.210524914 1.206633531 1.206619283 1.206619283 1.207575640 1.207575640 1.207557610  
211680 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.208409794 1.210007882 1.208422466 1.210453068 1.208435967 1.210356191 1.210524914 1.206506562 1.206473928 1.206473928 1.206203596 1.206203596 1.207412255  
229320 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.207825570 1.209413426 1.208193974 1.209920954 1.208282015 1.209456665 1.209714073 1.199670577 1.199611058 1.199611058 1.206793049 1.206793049 1.200404738  
246960 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.204821364 1.204827791 1.206002380 1.204123360 1.206222212 1.203952083 1.204493156 1.192119507 1.186037829 1.186037829 1.204714275 1.204714275 1.187349784  
264600 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.201991377 1.201253698 1.205352524 1.198008102 1.205384692 1.198117428 1.197958546 1.192024722 1.185222554 1.185222554 1.180618778 1.180618778 1.182395341  
282240 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.201991377 1.201253698 1.205352524 1.198008102 1.205384692 1.198117428 1.197958546 1.191928060 1.184944054 1.184944054 1.180303563 1.180303563 1.182080126  
299880 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.201013332 1.200323393 1.203414333 1.196550490 1.203446501 1.197332048 1.197200657 1.184279764 1.177466607 1.177466607 1.173213954 1.173213954 1.173980724  
317520 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.190650996 1.189127937 1.191354550 1.185814915 1.191463343 1.185650031 1.185424144 1.174160721 1.163210432 1.163210432 1.162505003 1.162505003 1.160891628  
335160 1.214055973 1.134564729 1.134564729 0.079491244 1.134587830 1.153750112 1.150819896 1.155925915 1.148316011 1.156169235 1.150239187 1.149998182 1.139103060 1.134709240 1.134709240 1.134729334 1.134729334 1.136210819  
176400 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.198902662 1.200812154 1.199570764 1.200933828 1.199855282 1.201213921 1.201179282 1.197231307 1.197131128 1.197131128 1.198194284 1.198194284 1.198332107  
194040 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.198902662 1.200812154 1.199570764 1.200933828 1.199855282 1.201213921 1.201179282 1.197231307 1.197131128 1.197131128 1.198194284 1.198194284 1.198332107  
211680 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.198902662 1.200812154 1.199570764 1.200933828 1.199855282 1.201213921 1.201179282 1.197079579 1.196887802 1.196887802 1.198106606 1.198106606 1.198088781  
229320 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.198276915 1.200328269 1.199137977 1.200137142 1.199422495 1.200354946 1.200583229 1.189786638 1.189477878 1.189477878 1.195990195 1.195990195 1.190423201  
246960 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.194653906 1.195226703 1.197511759 1.193571831 1.197739653 1.193882107 1.195706792 1.181011925 1.174188920 1.174188920 1.195418655 1.195418655 1.177328227  
264600 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.192044352 1.191187120 1.195200729 1.187819858 1.195030327 1.187378910 1.187878719 1.181070015 1.174050170 1.174050170 1.170480515 1.170480515 1.172706893  
282240 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.192044352 1.191187120 1.195112013 1.187693982 1.194941611 1.187378910 1.187878719 1.179620187 1.173408955 1.173408955 1.169897208 1.169897208 1.172123586  
299880 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.190860702 1.190756861 1.193914377 1.186710583 1.193735510 1.186435328 1.186835731 1.174535574 1.166554968 1.166554968 1.165097490 1.165097490 1.164873018  
317520 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.181081611 1.180344752 1.183452240 1.176100354 1.183693889 1.176177196 1.176436377 1.165349939 1.153891636 1.153891636 1.154319551 1.154319551 1.152814139  
335160 1.204894248 1.123880629 1.123880629 0.081013619 1.123904661 1.139730888 1.136408334 1.141165338 1.138715337 1.141446334 1.136738423 1.137330219 1.127751022 1.124645340 1.124645340 1.124196036 1.124196036 1.126486311  
176400 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.219491650 1.221407356 1.220009977 1.221540144 1.220037595 1.221466368 1.221586388 1.218178105 1.218169561 1.218169561 1.218976283 1.218976283 1.218985317  
194040 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.219491650 1.221407356 1.220009977 1.221540144 1.220037595 1.221466368 1.221586388 1.218178105 1.218169561 1.218169561 1.218976283 1.218976283 1.218985317  
211680 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.219344944 1.221407356 1.220009977 1.221540144 1.220037595 1.221466368 1.221586388 1.217814944 1.217667627 1.217667627 1.218976283 1.218976283 1.218483383  
229320 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.218815158 1.220641764 1.219489750 1.220894417 1.219517368 1.220950773 1.221223791 1.211849657 1.210677261 1.210677261 1.216955145 1.216955145 1.211896885  
246960 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.215034325 1.215917942 1.218374677 1.215366420 1.218378171 1.217156998 1.217316211 1.201368290 1.194614780 1.194614780 1.217815625 1.217815625 1.196571428  
264600 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.213267069 1.212587655 1.216401255 1.208301014 1.216381317 1.209208949 1.208934577 1.201295878 1.194022600 1.194022600 1.189208786 1.189208786 1.191334653  
282240 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.213267069 1.212587655 1.216401255 1.208301014 1.216381317 1.209208949 1.208934577 1.200773692 1.193385084 1.193385084 1.188821238 1.188821238 1.190803705  
299880 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.212342576 1.211374180 1.214304764 1.207121482 1.214284826 1.208074720 1.207799353 1.195666682 1.186742450 1.186742450 1.182859510 1.182859510 1.183665051  
317520 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.202631378 1.202860316 1.205671114 1.197325320 1.205651176 1.197082086 1.197484415 1.189172799 1.176379957 1.176379957 1.174489472 1.174489472 1.174116841  
335160 1.225629633 1.147196362 1.147196362 0.078433271 1.147219705 1.165135394 1.162819802 1.167492380 1.162289964 1.167472442 1.161669847 1.161431795 1.151894389 1.147330848 1.147330848 1.147403079 1.147403079 1.148893941  
176400 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.188522951 1.190188059 1.188699778 1.190702475 1.188693434 1.190281295 1.190226761 1.186985115 1.186936049 1.186936049 1.187916106 1.187916106 1.187840761  
194040 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.188522951 1.190188059 1.188699778 1.190702475 1.188693434 1.190281295 1.190226761 1.186985115 1.186936049 1.186936049 1.187916106 1.187916106 1.187840761  
211680 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.188522951 1.190188059 1.188699778 1.190702475 1.188693434 1.190281295 1.190226761 1.186617659 1.186512957 1.186512957 1.186448223 1.186448223 1.187417669  
229320 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.187844258 1.189613858 1.188572081 1.189679004 1.188565737 1.188522393 1.188797549 1.178409150 1.178091282 1.178091282 1.186188013 1.186188013 1.179422070  
246960 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.184243457 1.184175284 1.186186653 1.184148769 1.186400834 1.184338754 1.184403492 1.171984141 1.165275566 1.165275566 1.182239257 1.182239257 1.165763295  
264600 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.182367033 1.181614390 1.185766439 1.177800808 1.185816665 1.179024912 1.178762571 1.171104704 1.165377078 1.165377078 1.160811166 1.160811166 1.162459984  
282240 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.182100861 1.181614390 1.185482017 1.177800808 1.185532243 1.179024912 1.178762571 1.170830689 1.164357940 1.164357940 1.160093497 1.160093497 1.161586960  
299880 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.180719524 1.179825102 1.182971817 1.176312579 1.183022043 1.177679250 1.177633682 1.164373460 1.155921524 1.155921524 1.153042097 1.153042097 1.153557533  
317520 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.168654705 1.166913632 1.172115766 1.166001643 1.172165992 1.166502449 1.166449401 1.153907312 1.142826683 1.142826683 1.143894630 1.143894630 1.141121570  
335160 1.194141127 1.118639679 1.118639679 0.075501448 1.118662013 1.133383424 1.130948498 1.135197989 1.129547751 1.135367261 1.130293190 1.130886568 1.121698438 1.118700095 1.118700095 1.118770790 1.118770790 1.120273524  
176400 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.188181895 1.188957935 1.187444686 1.189212866 1.187446134 1.189329157 1.189569272 1.186467911 1.186530405 1.186530405 1.186415292 1.186415292 1.186499865  
194040 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.188181895 1.188957935 1.187444686 1.189212866 1.187446134 1.189329157 1.189569272 1.186467911 1.186530405 1.186530405 1.186415292 1.186415292 1.186499865  
211680 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.188181895 1.188957935 1.187444686 1.189212866 1.187446134 1.189329157 1.189569272 1.186320031 1.186325617 1.186325617 1.186397591 1.186397591 1.186120015  
229320 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.187608856 1.188133010 1.186792707 1.188149308 1.186794155 1.187952400 1.188406556 1.180452934 1.179250045 1.179250045 1.184294987 1.184294987 1.180156484  
246960 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.184621860 1.184474498 1.186303129 1.184005003 1.186144509 1.183910209 1.183701278 1.170352620 1.162519088 1.162519088 1.183278718 1.183278718 1.165061440  
264600 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.180888021 1.179120767 1.183721612 1.177246015 1.183837323 1.175730279 1.175426557 1.169886874 1.162604925 1.162604925 1.157552084 1.157552084 1.159987951  
282240 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.180888021 1.179120767 1.183721612 1.177246015 1.183837323 1.175730279 1.175426557 1.169111804 1.162038995 1.162038995 1.156991343 1.156991343 1.159307515  
299880 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.180128237 1.178118679 1.182236050 1.176585525 1.182351761 1.174900524 1.174710917 1.163498367 1.155554672 1.155554672 1.152543545 1.152543545 1.153237255  
317520 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.170241955 1.169121473 1.172157861 1.166626105 1.172159958 1.165319220 1.165079054 1.155835046 1.145114457 1.145114457 1.143205804 1.143205804 1.142191719  
335160 1.193008880 1.110451163 1.110451163 0.082557717 1.110475536 1.127754761 1.128300144 1.131442126 1.126154261 1.131800632 1.126375325 1.126375187 1.115758621 1.111288015 1.111288015 1.111243480 1.111243480 1.112598759  
176400 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.130816794 1.132399400 1.130966029 1.133175823 1.130911396 1.132701227 1.132628255 1.129064263 1.129065846 1.129065846 1.129970714 1.129970714 1.130043510  
194040 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.130816794 1.132399400 1.130966029 1.133175823 1.130911396 1.132701227 1.132628255 1.129064263 1.129065846 1.129065846 1.129970714 1.129970714 1.130043510  
211680 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.130787003 1.132399400 1.130898580 1.133175823 1.130843947 1.132701227 1.132628255 1.128996928 1.129003690 1.129003690 1.129903379 1.129903379 1.129976175  
229320 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.130275917 1.131907381 1.130669954 1.131309759 1.130615321 1.130156649 1.129947398 1.120878327 1.119307462 1.119307462 1.127771188 1.127771188 1.120694556  
246960 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.126395191 1.126010828 1.128524163 1.125505820 1.128534378 1.123803895 1.124903754 1.112379745 1.105746881 1.105746881 1.127420244 1.127420244 1.107700525  
264600 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.124092985 1.122886114 1.127462890 1.119443244 1.127495044 1.119270600 1.120059143 1.112269409 1.105956425 1.105956425 1.101109012 1.101109012 1.104363414  
282240 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.124092985 1.122886114 1.127462890 1.119443244 1.127495044 1.119203265 1.119957198 1.112269409 1.105653907 1.105653907 1.100978347 1.100978347 1.104122121  
299880 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.122841312 1.121803055 1.125715712 1.118794001 1.125747866 1.118708543 1.119446640 1.106465214 1.096637535 1.096637535 1.093489620 1.093489620 1.095789935  
317520 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.111616823 1.110951305 1.114183356 1.107419319 1.114215510 1.108006104 1.108636447 1.095273316 1.084833187 1.084833187 1.084551428 1.084551428 1.082925796  
335160 1.136688568 1.055918543 1.055918543 0.080770025 1.055943509 1.075921804 1.073152149 1.076823800 1.071984202 1.077110084 1.073508303 1.072673714 1.060352241 1.056149662 1.056149662 1.056465250 1.056465250 1.057841397  
176400 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.126054263 1.127480726 1.126361869 1.127109751 1.126347991 1.127830203 1.127768661 1.124480838 1.124382669 1.124382669 1.124937699 1.124937699 1.124932912  
194040 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.126054263 1.127480726 1.126361869 1.127109751 1.126347991 1.127830203 1.127768661 1.124480838 1.124382669 1.124382669 1.124937699 1.124937699 1.124932912  
211680 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.126054263 1.127480726 1.126361869 1.127109751 1.126347991 1.127830203 1.127768661 1.123878547 1.123831074 1.123831074 1.124791866 1.124791866 1.124330707  
229320 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.125619443 1.126495007 1.126065238 1.126157816 1.126051360 1.126887003 1.126872322 1.116917294 1.116290576 1.116290576 1.122621674 1.122621674 1.117040465  
246960 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.121528536 1.121260498 1.123118541 1.120756231 1.123343494 1.121091892 1.120373821 1.107971539 1.103673647 1.103673647 1.122018075 1.122018075 1.103843299  
264600 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.119212122 1.118275692 1.122056505 1.114468634 1.122210116 1.115682696 1.115252754 1.109055639 1.102923409 1.102923409 1.098003896 1.098003896 1.099934506  
282240 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.119066289 1.118275692 1.121754911 1.114468634 1.121908522 1.115682696 1.115252754 1.108645399 1.101776385 1.101776385 1.097264016 1.097264016 1.099035609  
299880 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.117667282 1.116814875 1.118908737 1.112865892 1.119062348 1.113819392 1.113383553 1.101443496 1.093400681 1.093400681 1.090261845 1.090261845 1.090353972  
317520 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.106985776 1.106688915 1.109082445 1.103249374 1.109271552 1.105206033 1.104840249 1.093096218 1.082028580 1.082028580 1.080345881 1.080345881 1.078824536  
335160 1.131672412 1.056609375 1.056609375 0.075063037 1.056632861 1.070603328 1.070856167 1.072717870 1.069041777 1.072940497 1.068055172 1.067963937 1.059796136 1.057543097 1.057543097 1.056674946 1.056674946 1.058198876  
176400 1.173678537 1.093241230 1.093241230 0.080437307 1.093265631 1.168120349 1.169629763 1.167640447 1.170153044 1.167626014 1.169424821 1.169312967 1.166661248 1.166592050 1.166592050 1.166642230 1.166642230 1.166795820  
194040 1.173678537 1.093241230 1.093241230 0.080437307 1.093265631 1.168120349 1.169629763 1.167640447 1.170153044 1.167626014 1.169424821 1.169312967 1.166661248 1.166592050 1.166592050 1.166642230 1.166642230 1.166795820  
211680 1.173678537 1.093241230 1.093241230 0.080437307 1.093265631 1.168120349 1.169629763 1.167640447 1.170153044 1.167626014 1.169424821 1.169312967 1.166446935 1.166384341 1.166384341 1.166619724 1.166619724 1.166588111  
