capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
242550 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.950443369 0.951006211 0.948627301 0.951076895 0.948896188 0.948044601 0.938428468 0.936872955 0.936872955 0.945365529 0.945365529 0.935237317
264600 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.945794182 0.947350031 0.941405828 0.947488618 0.940662873 0.939854778 0.935292874 0.930273195 0.930273195 0.924786561 0.924786561 0.926125786
286650 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.945714119 0.947338073 0.941372154 0.947329205 0.940662873 0.939845916 0.934690764 0.929850315 0.929850315 0.924629565 0.924629565 0.926019509
308700 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.942305338 0.943195502 0.938848546 0.943168110 0.937568927 0.937666927 0.926027628 0.919834366 0.919834366 0.915616704 0.915616704 0.917726078
330750 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.910908898 0.914946181 0.911778219 0.914682070 0.912052169 0.911530547 0.892720281 0.884391784 0.884391784 0.888245713 0.888245713 0.885533365
176400 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.993262699 0.992125563 0.994795072 0.992017017 0.994459496 0.994516331 0.991674930 0.991640540 0.991640540 0.991633301 0.991633301 0.991573696
198450 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.993262699 0.992125563 0.994795072 0.992017017 0.994459496 0.994516331 0.991674930 0.991640540 0.991640540 0.991633301 0.991633301 0.991573696
220500 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.993235042 0.992098014 0.994541135 0.992017017 0.993857274 0.994318674 0.990642304 0.990394704 0.990394704 0.991212628 0.991212628 0.990534754
242550 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.991002187 0.991239366 0.988965956 0.991508956 0.989935303 0.989699888 0.977833133 0.976265424 0.976265424 0.987186210 0.987186210 0.974802353
264600 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.985738756 0.988749523 0.980453473 0.988855251 0.981242431 0.981113019 0.972855385 0.969187066 0.969187066 0.963693582 0.963693582 0.964507958
286650 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.985738756 0.988749523 0.980297827 0.988855251 0.981242431 0.981113019 0.972317750 0.968620392 0.968620392 0.963352314 0.963352314 0.963820155
308700 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.982229015 0.984558899 0.978153398 0.984082239 0.978792690 0.979147135 0.961602368 0.955853515 0.955853515 0.954080919 0.954080919 0.953096055
330750 0.998190105 0.916089926 0.916089926 0.082100179	0.916117190 0.949972513 0.952579985 0.951205653 0.952853184 0.949354261 0.949506538 0.932816042 0.924035910 0.924035910 0.926848228 0.926848228 0.922760598
176400 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 1.026022335 1.024964430 1.027337607 1.024944237 1.026931355 1.026924971 1.024780044 1.024859757 1.024859757 1.024686925 1.024686925 1.024431465
198450 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 1.026022335 1.024964430 1.027337607 1.024944237 1.026931355 1.026924971 1.024763401 1.024859757 1.024859757 1.024665036 1.024665036 1.024447012
220500 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 1.025871824 1.024822788 1.027119161 1.024745373 1.026836121 1.026766433 1.023245663 1.023371144 1.023371144 1.022958080 1.022958080 1.023411617
242550 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 1.023762582 1.023715062 1.020901593 1.023956020 1.020968766 1.020696394 1.010407796 1.010210401 1.010210401 1.020589964 1.020589964 1.007468895
264600 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 1.020366353 1.022026810 1.014044940 1.021930488 1.015710656 1.015100128 1.009579990 1.006679040 1.006679040 0.999716342 0.999716342 1.000184876
286650 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 1.019965070 1.021488939 1.013989476 1.021539876 1.015687046 1.015036400 1.007995171 1.005996756 1.005996756 0.999374297 0.999374297 0.999416334
308700 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 1.014353699 1.014312233 1.009817265 1.014110697 1.011810879 1.011179401 0.994907959 0.992265366 0.992265366 0.987246370 0.987246370 0.985804618
330750 1.030734615 0.950775706 0.950775706 0.079958909	0.950800179 0.982880763 0.982836492 0.981263326 0.982499245 0.981509933 0.980978455 0.964066347 0.958164777 0.958164777 0.958379796 0.958379796 0.955056710
176400 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.094098867 1.093975092 1.095505959 1.093919216 1.096138399 1.096070697 1.092771614 1.092918556 1.092918556 1.093611962 1.093611962 1.093373440
198450 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.094098867 1.093975092 1.095505959 1.093919216 1.096138399 1.096070697 1.092771614 1.092918556 1.092918556 1.093611962 1.093611962 1.093373440
220500 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.094098867 1.093937400 1.095201939 1.093869819 1.095789284 1.095879881 1.091593267 1.091392336 1.091392336 1.092931776 1.092931776 1.092174586
242550 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.091598218 1.093080335 1.090545270 1.093334342 1.090620668 1.089986510 1.080774800 1.079132830 1.079132830 1.087831359 1.087831359 1.077455997
264600 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.088028742 1.090927772 1.083121751 1.091096236 1.083687231 1.083325314 1.076408279 1.073702681 1.073702681 1.066374006 1.066374006 1.067785863
286650 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.087983928 1.090342164 1.082685840 1.090946539 1.083318488 1.083056509 1.075324242 1.072446182 1.072446182 1.065289566 1.065289566 1.066472032
308700 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.083644191 1.085924601 1.080350651 1.085625118 1.080176354 1.079957553 1.067586787 1.061230022 1.061230022 1.056828462 1.056828462 1.057142494
330750 1.099820359 1.021096825 1.021096825 0.078723534	1.021123884 1.053656300 1.056793824 1.054139352 1.056487699 1.056163105 1.056074180 1.037269303 1.029070544 1.029070544 1.030596613 1.030596613 1.028963391
176400 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.991085731 0.991266984 0.993113900 0.991283893 0.992819624 0.993149654 0.989588214 0.989837877 0.989837877 0.990726365 0.990726365 0.990356136
198450 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.991085731 0.991266984 0.993113900 0.991283893 0.992819624 0.993149654 0.989588214 0.989837877 0.989837877 0.990726365 0.990726365 0.990356136
220500 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.990939975 0.990874586 0.992463207 0.991134820 0.992108245 0.992660095 0.987617734 0.988038117 0.988038117 0.989680998 0.989680998 0.988539285
242550 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.988257100 0.988973771 0.987189092 0.989130895 0.986499152 0.987037323 0.977021778 0.975279735 0.975279735 0.984216166 0.984216166 0.974206198
264600 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.984927126 0.987417326 0.981398875 0.987432845 0.981076725 0.980750751 0.974436816 0.970650123 0.970650123 0.964247300 0.964247300 0.965926613
286650 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.984421886 0.987030054 0.981337557 0.986758457 0.981017376 0.980688876 0.973291339 0.969165527 0.969165527 0.963173084 0.963173084 0.965052706
308700 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.980182656 0.982358209 0.977664716 0.982440954 0.976729633 0.976371531 0.962902892 0.956375647 0.956375647 0.952455148 0.952455148 0.954148096
330750 0.997461073 0.919321234 0.919321234 0.078139839	0.919347591 0.953225522 0.954649619 0.954847465 0.955037805 0.953445844 0.952564337 0.935453405 0.924712922 0.924712922 0.928773649 0.928773649 0.926094331
176400 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.985549220 0.984659698 0.986399385 0.984714609 0.986475422 0.986621060 0.983883759 0.984070200 0.984070200 0.984143465 0.984143465 0.983932753
198450 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.985549220 0.984659698 0.986399385 0.984714609 0.986475422 0.986621060 0.983820741 0.984030803 0.984030803 0.984143465 0.984143465 0.983932753
220500 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.985503349 0.984343537 0.985960438 0.984674741 0.985860978 0.985984076 0.982346047 0.982205836 0.982205836 0.983613102 0.983613102 0.982727656
242550 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.982393066 0.983566034 0.980074420 0.983551251 0.981331234 0.980914724 0.971240043 0.970292559 0.970292559 0.978835823 0.978835823 0.968446146
264600 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.979033982 0.981336351 0.973313791 0.981265640 0.974648876 0.973993878 0.969754921 0.965213625 0.965213625 0.959391173 0.959391173 0.959621679
286650 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.979033982 0.981050064 0.973248764 0.980806500 0.974628798 0.973943264 0.968864771 0.964284731 0.964284731 0.958795133 0.958795133 0.958879649
308700 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.974127816 0.975933474 0.968797877 0.975778079 0.970562576 0.970120834 0.957865621 0.951494766 0.951494766 0.947961528 0.947961528 0.947270199
330750 0.990452998 0.915456423 0.915456423 0.074996575	0.915485676 0.943305253 0.945454471 0.944830253 0.945642274 0.945306927 0.945343433 0.927628804 0.921017513 0.921017513 0.922365373 0.922365373 0.919994274
176400 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.985371994 0.984536144 0.986931843 0.984445824 0.986442565 0.986446663 0.983958219 0.984120154 0.984120154 0.984125596 0.984125596 0.983816458
198450 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.985371994 0.984536144 0.986931843 0.984445824 0.986442565 0.986446663 0.983958219 0.984120154 0.984120154 0.984125596 0.984125596 0.983816458
220500 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.984944024 0.984344067 0.986399682 0.984445824 0.986007838 0.986054418 0.982513564 0.982330141 0.982330141 0.981879609 0.981879609 0.981854504
242550 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.982563286 0.982282812 0.981377756 0.982905078 0.981050560 0.980063539 0.970619496 0.968554033 0.968554033 0.978415717 0.978415717 0.967237155
264600 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.978810253 0.981391773 0.973314403 0.981606309 0.974063271 0.974096581 0.967563442 0.963538940 0.963538940 0.957948655 0.957948655 0.959309344
286650 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.978589469 0.981084004 0.973162755 0.981254384 0.973991845 0.974052069 0.966376391 0.962358972 0.962358972 0.956983344 0.956983344 0.958680749
308700 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.974253267 0.973613289 0.970000564 0.974004434 0.969610961 0.969622808 0.955537638 0.948345579 0.948345579 0.945161333 0.945161333 0.945894458
330750 0.989964202 0.909913512 0.909913512 0.080050690	0.909939353 0.938766081 0.942982016 0.941420060 0.943096646 0.939756542 0.940255505 0.924817295 0.918152662 0.918152662 0.918267130 0.918267130 0.915850744
176400 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 1.043261395 1.042376182 1.044952321 1.042322486 1.045604003 1.045386203 1.041915467 1.042017756 1.042017756 1.041894851 1.041894851 1.041797819
198450 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 1.043261395 1.042376182 1.044952321 1.042322486 1.045604003 1.045386203 1.041915467 1.042017756 1.042017756 1.041894851 1.041894851 1.041797819
220500 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 1.043261395 1.042090559 1.044767459 1.042184732 1.044578147 1.044905108 1.040838020 1.039863285 1.039863285 1.041014327 1.041014327 1.040064910
242550 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 1.040628640 1.041521266 1.039560688 1.041653530 1.038429376 1.037439088 1.028432833 1.028007632 1.028007632 1.035893539 1.035893539 1.025242042
264600 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 1.036609997 1.039163972 1.031209932 1.039281619 1.028550698 1.028625296 1.025288409 1.022473062 1.022473062 1.015764400 1.015764400 1.017989738
286650 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 1.036433460 1.039002132 1.031209932 1.039119779 1.028550698 1.028625296 1.025100854 1.022174205 1.022174205 1.015426023 1.015426023 1.017651361
308700 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 1.031151055 1.030913889 1.025558166 1.031026185 1.024841537 1.024957179 1.012272434 1.006403026 1.006403026 1.002847142 1.002847142 1.003392494
330750 1.048244955 0.965310756 0.965310756 0.082934199	0.965336541 0.998081555 1.001351683 1.001721108 1.001267517 0.999349748 0.999646566 0.981422855 0.973378306 0.973378306 0.976027278 0.976027278 0.974270614
176400 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.961189919 0.960834079 0.963105481 0.961030952 0.963458648 0.963187683 0.959472699 0.959847813 0.959847813 0.960196733 0.960196733 0.959828000
198450 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.961189919 0.960834079 0.963105481 0.961030952 0.963458648 0.963187683 0.959472699 0.959847813 0.959847813 0.960196733 0.960196733 0.959828000
220500 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.961020291 0.960655629 0.962927768 0.961030952 0.963001583 0.962723932 0.958581904 0.958135806 0.958135806 0.959346509 0.959346509 0.958334844
242550 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.958287392 0.959727054 0.956170839 0.960269180 0.955342320 0.954841687 0.946952963 0.944898847 0.944898847 0.954510159 0.954510159 0.943477678
264600 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.955430690 0.957142246 0.948840110 0.957107894 0.948685652 0.948611840 0.945291942 0.941856607 0.941856607 0.935567642 0.935567642 0.937104713
286650 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.955188022 0.956905075 0.948602939 0.957107894 0.948507370 0.948403512 0.944495792 0.940427720 0.940427720 0.935208778 0.935208778 0.936076935
308700 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.950760101 0.952774955 0.945653402 0.952190252 0.945272346 0.945237224 0.934143593 0.928386500 0.928386500 0.925047749 0.925047749 0.924973298
330750 0.966694911 0.888728744 0.888728744 0.077966167	0.888756444 0.920220844 0.922933082 0.918220773 0.922547037 0.919986992 0.919639128 0.902684920 0.894249529 0.894249529 0.897555621 0.897555621 0.894660302
176400 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 1.006065958 1.005445219 1.007416384 1.005684933 1.007134055 1.007598158 1.004788555 1.004874652 1.004874652 1.005164352 1.005164352 1.004894578
198450 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 1.006065958 1.005445219 1.007416384 1.005684933 1.007134055 1.007598158 1.004788555 1.004874652 1.004874652 1.005164352 1.005164352 1.004894578
220500 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 1.005986757 1.005046245 1.006711622 1.005620472 1.006323983 1.006694905 1.003211218 1.002611403 1.002611403 1.002942096 1.002942096 1.002836458
242550 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 1.003588290 1.004082335 1.001063924 1.004115795 1.001961820 1.001619752 0.990814493 0.990024444 0.990024444 1.000583099 1.000583099 0.988355531
264600 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 0.999729240 1.002336709 0.994085934 1.002202513 0.994677095 0.994476915 0.987044997 0.984356175 0.984356175 0.978575994 0.978575994 0.979650541
286650 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 0.999543977 1.002104043 0.994022034 1.002032169 0.994441189 0.994298464 0.985603070 0.982404088 0.982404088 0.977406894 0.977406894 0.977469674
308700 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 0.994092816 0.996605645 0.991110684 0.995791451 0.991241014 0.991087043 0.975534881 0.969378194 0.969378194 0.967383971 0.967383971 0.967398209
330750 1.011257362 0.926176761 0.926176761 0.085080601	0.926215748 0.962889173 0.962840940 0.963465143 0.962990656 0.964160346 0.963401545 0.944932879 0.934477111 0.934477111 0.936665760 0.936665760 0.935222755
176400 0.967050410 0.890420408 0.890420408 0.076630002	0.890445666 0.961974346 0.961694683 0.964213207 0.961792514 0.963686178 0.962737182 0.960737827 0.960716584 0.960716584 0.960945425 0.960945425 0.960863434
198450 0.967050410 0.890420408 0.890420408 0.076630002	0.890445666 0.961974346 0.961694683 0.964213207 0.961792514 0.963686178 0.962737182 0.960696854 0.960673478 0.960673478 0.960945425 0.960945425 0.960913967
220500 0.967050410 0.890420408 0.890420408 0.076630002	0.890445666 0.961754482 0.961401291 0.963537655 0.961554791 0.963239634 0.962347700 0.959327477 0.959592653 0.959592653 0.960017294 0.960017294 0.959761799
242550 0.967050410 0.890420408 0.890420408 0.076630002	0.890445666 0.959083093 0.960255866 0.958018854 0.959125730 0.957782014 0.957037366 0.946583608 0.947456270 0.947456270 0.956612693 0.956612693 0.946317220
264600 0.967050410 0.890420408 0.890420408 0.076630002	0.890445666 0.955614363 0.959334754 0.950369601 0.958103404 0.950834334 0.949972104 0.944997705 0.941531918 0.941531918 0.937323087 0.937323087 0.937827475
