capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
264600 0.940452927 0.869347536 0.869347536 0.071105391	0.869376791 0.928916728 0.931100430 0.924874169 0.930871447 0.923140380 0.922815102 0.917931150 0.912619414 0.912619414 0.907356965 0.907356965 0.907812339
286650 0.940452927 0.869347536 0.869347536 0.071105391	0.869376791 0.928702411 0.929901328 0.924251701 0.929672345 0.922776072 0.922389305 0.916020708 0.910650965 0.910650965 0.905502773 0.905502773 0.905503380
308700 0.940452927 0.869347536 0.869347536 0.071105391	0.869376791 0.920822058 0.920161966 0.916024875 0.920155660 0.914915996 0.914331318 0.901216264 0.892604187 0.892604187 0.890711038 0.890711038 0.887594958
330750 0.940452927 0.869347536 0.869347536 0.071105391	0.869376791 0.888835028 0.891449981 0.888799910 0.891636785 0.889618231 0.888906280 0.875400895 0.871384576 0.871384576 0.870865384 0.870865384 0.870002341
176400 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.087808676 1.087238139 1.088857184 1.087291899 1.087747514 1.087770287 1.086661720 1.086524924 1.086524924 1.086558089 1.086558089 1.086470039
198450 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.087808676 1.087238139 1.088857184 1.087291899 1.087747514 1.087770287 1.086661720 1.086524924 1.086524924 1.086558089 1.086558089 1.086470039
220500 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.087541840 1.086799049 1.088824723 1.086852809 1.087710614 1.087602255 1.084202897 1.084630223 1.084630223 1.086170253 1.086170253 1.084023719
242550 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.084582687 1.085916464 1.083800925 1.085929051 1.083962353 1.083654611 1.072614009 1.071178150 1.071178150 1.080624786 1.080624786 1.067106172
264600 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.081547590 1.085047346 1.078929086 1.084107781 1.078107080 1.077800353 1.071642127 1.067313537 1.067313537 1.060723240 1.060723240 1.061366581
286650 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.081547590 1.085047346 1.078929086 1.084107781 1.078107080 1.077800353 1.071569369 1.067053333 1.067053333 1.060471674 1.060471674 1.061115015
308700 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.075731756 1.076925780 1.073478011 1.076387094 1.072199098 1.071940879 1.057280370 1.050301092 1.050301092 1.046763720 1.046763720 1.044773709
330750 1.093263634 1.022663521 1.022663521 0.070600113	1.022689054 1.041811476 1.044331506 1.041412499 1.043757516 1.039217463 1.038593121 1.030263120 1.024701756 1.024701756 1.024343489 1.024343489 1.023837205
176400 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 1.015967829 1.014989344 1.017658921 1.015073741 1.017254648 1.017237872 1.014292050 1.014445249 1.014445249 1.014580006 1.014580006 1.014240575
198450 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 1.015967829 1.014989344 1.017658921 1.015073741 1.017254648 1.017237872 1.014292050 1.014445249 1.014445249 1.014580006 1.014580006 1.014240575
220500 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 1.015826915 1.014896625 1.017475799 1.014981022 1.017254648 1.017237872 1.012032114 1.011874738 1.011874738 1.014172937 1.014172937 1.011172070
242550 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 1.012566331 1.014464610 1.013876451 1.014371887 1.012191199 1.011908356 1.000747485 0.996985403 0.996985403 1.010347650 1.010347650 0.996751212
264600 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 1.009638540 1.011858935 1.003624689 1.011669737 1.003541798 1.003497696 1.000260852 0.993821999 0.993821999 0.987513819 0.987513819 0.988914712
286650 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 1.009638540 1.011757445 1.003523199 1.011568247 1.003339382 1.003279115 1.000210721 0.993305284 0.993305284 0.986934325 0.986934325 0.988335218
308700 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 1.000194459 1.000518687 0.993555086 1.000273350 0.993764378 0.993933099 0.980394612 0.972352330 0.972352330 0.967757912 0.967757912 0.966671301
330750 1.021475786 0.943450456 0.943450456 0.078025330	0.943478346 0.967195304 0.969116042 0.964793809 0.969555781 0.963097166 0.963144953 0.953007123 0.946639475 0.946639475 0.946257906 0.946257906 0.945186439
176400 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.068559959 1.067671021 1.069830090 1.067723439 1.068487635 1.069612227 1.067220645 1.067179541 1.067179541 1.067112881 1.067112881 1.067019802
198450 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.068559959 1.067671021 1.069830090 1.067723439 1.068487635 1.069612227 1.067220645 1.067179541 1.067179541 1.067112881 1.067112881 1.067019802
220500 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.068353814 1.067671021 1.069120772 1.067700308 1.067812253 1.069137911 1.064024569 1.064052029 1.064052029 1.066152359 1.066152359 1.063394327
242550 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.065008997 1.066610800 1.063912343 1.066481765 1.063028556 1.063872003 1.052345736 1.049411380 1.049411380 1.061248441 1.061248441 1.047792459
264600 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.062487944 1.064515679 1.056757583 1.064550170 1.057026029 1.056632443 1.051350723 1.046225797 1.046225797 1.039876587 1.039876587 1.040876802
286650 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.062272055 1.063756497 1.056360924 1.063790988 1.056376735 1.055908105 1.050344586 1.045159324 1.045159324 1.038610821 1.038610821 1.039545734
308700 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.052193563 1.052471580 1.048574087 1.052692963 1.048602008 1.048781128 1.030632999 1.022972489 1.022972489 1.020082368 1.020082368 1.018573871
330750 1.073755784 1.000712211 1.000712211 0.073043573	1.000735937 1.020974167 1.023279994 1.019232055 1.023618479 1.018121373 1.018473132 1.006613347 1.001816886 1.001816886 1.001592919 1.001592919 1.001151588
176400 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 1.030027855 1.029908441 1.030823541 1.029725366 1.031596686 1.031697319 1.028545425 1.028607985 1.028607985 1.029304679 1.029304679 1.029175533
198450 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 1.030027855 1.029908441 1.030823541 1.029725366 1.031596686 1.031697319 1.028545425 1.028425903 1.028425903 1.029304679 1.029304679 1.029122532
220500 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 1.029931007 1.029908441 1.030692690 1.029656661 1.031286114 1.031496546 1.026921265 1.026690120 1.026690120 1.028934592 1.028934592 1.026802435
242550 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 1.026819598 1.029033252 1.026393665 1.028746622 1.026502068 1.027088777 1.015393167 1.012512841 1.012512841 1.024663064 1.024663064 1.011151848
264600 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 1.023797501 1.026746715 1.018870594 1.027042114 1.019174912 1.019181632 1.014207712 1.008941341 1.008941341 1.002964378 1.002964378 1.004006958
286650 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 1.023413455 1.026567195 1.018409880 1.026949962 1.018777792 1.018720401 1.013224657 1.007654366 1.007654366 1.002476410 1.002476410 1.003052636
308700 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 1.014745207 1.016774453 1.012084102 1.017234781 1.012544634 1.012263801 0.996132569 0.989410049 0.989410049 0.988271084 0.988271084 0.985395824
330750 1.035586638 0.964094918 0.964094918 0.071491720	0.964117819 0.985244526 0.987872907 0.982133684 0.988405379 0.980842407 0.980842067 0.971935640 0.966587825 0.966587825 0.966166037 0.966166037 0.966112799
176400 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 1.033606157 1.033319632 1.034064803 1.033446129 1.035010618 1.035253679 1.032172230 1.032106852 1.032106852 1.032790948 1.032790948 1.032614048
198450 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 1.033606157 1.033319632 1.034064803 1.033446129 1.035010618 1.035253679 1.032172230 1.032106852 1.032106852 1.032790948 1.032790948 1.032614048
220500 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 1.033381855 1.033319632 1.034064803 1.033359546 1.034797489 1.034857176 1.030119371 1.029914203 1.029914203 1.031956550 1.031956550 1.030164415
242550 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 1.030852203 1.030943538 1.030141737 1.030898335 1.030339890 1.031191475 1.018435191 1.014045872 1.014045872 1.028119366 1.028119366 1.015979846
264600 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 1.027400048 1.030043233 1.023297643 1.029968539 1.023136683 1.022693430 1.016519219 1.011174748 1.011174748 1.005526466 1.005526466 1.006533551
286650 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 1.027030923 1.029592071 1.023196623 1.029517377 1.022928304 1.022596404 1.015588027 1.009985906 1.009985906 1.004265071 1.004265071 1.005044217
308700 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 1.022166284 1.023525862 1.018084718 1.023426114 1.018557925 1.018012709 1.004871881 0.997232811 0.997232811 0.994361550 0.994361550 0.992748732
330750 1.039194945 0.970865155 0.970865155 0.068329790	0.970889793 0.992878174 0.994905324 0.989149249 0.995294110 0.988525743 0.988695616 0.977112309 0.972144704 0.972144704 0.971901097 0.971901097 0.971704458
176400 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 1.047936536 1.047143899 1.048479460 1.047163872 1.048711361 1.048816192 1.046416465 1.046335981 1.046335981 1.046622121 1.046622121 1.046245178
198450 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 1.047936536 1.047143899 1.048479460 1.047163872 1.048711361 1.048816192 1.046416465 1.046335981 1.046335981 1.046622121 1.046622121 1.046245178
220500 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 1.047839707 1.046934371 1.048016464 1.046954344 1.048450913 1.048496908 1.044425897 1.043778462 1.043778462 1.046162692 1.046162692 1.043075438
242550 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 1.044981310 1.046198708 1.043139622 1.046088982 1.043205937 1.043926109 1.032490945 1.030349436 1.030349436 1.039542119 1.039542119 1.027951795
264600 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 1.041953336 1.043839199 1.036055718 1.043868437 1.036665441 1.037530764 1.031477383 1.027438674 1.027438674 1.019736830 1.019736830 1.021777414
286650 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 1.041606042 1.043744065 1.035741632 1.043773303 1.036224622 1.037136043 1.029851333 1.025562155 1.025562155 1.018583845 1.018583845 1.020526943
308700 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 1.032883133 1.034126696 1.026791863 1.034391272 1.028563005 1.029796655 1.012895247 1.007157319 1.007157319 1.004600928 1.004600928 1.002751982
330750 1.052848919 0.978683193 0.978683193 0.074165726	0.978709104 0.999458371 1.001238260 0.999381687 1.001523566 0.996504926 0.995132672 0.985147189 0.980366644 0.980366644 0.980122637 0.980122637 0.980242790
176400 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.051613419 1.051655351 1.053850876 1.051681634 1.053435898 1.053691092 1.050118912 1.049985441 1.049985441 1.050796718 1.050796718 1.050859273
198450 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.051613419 1.051655351 1.053850876 1.051681634 1.053435898 1.053691092 1.050118912 1.049955203 1.049955203 1.050708532 1.050708532 1.050715388
220500 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.051448667 1.051412652 1.053446230 1.051438935 1.053165086 1.053222624 1.048190168 1.047957884 1.047957884 1.050063596 1.050063596 1.048087638
242550 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.049456002 1.050388299 1.049817030 1.050433976 1.048403540 1.049067485 1.038385617 1.034285737 1.034285737 1.046185152 1.046185152 1.034915278
264600 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.045524031 1.048233484 1.040131766 1.048177573 1.041163800 1.040896592 1.034482016 1.028781205 1.028781205 1.023715941 1.023715941 1.024661224
286650 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.045052202 1.047459906 1.039818921 1.047403995 1.040964879 1.040668080 1.033013764 1.027554345 1.027554345 1.021710539 1.021710539 1.022321196
308700 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.038141797 1.039271637 1.032863435 1.039117498 1.034834654 1.034606115 1.018908887 1.010473734 1.010473734 1.007943235 1.007943235 1.006224213
330750 1.057629736 0.987109484 0.987109484 0.070520252	0.987136101 1.009639694 1.012656010 1.007326879 1.012589706 1.006816697 1.007629560 0.994442569 0.988167679 0.988167679 0.988491466 0.988491466 0.987538725
176400 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 1.022246505 1.021200452 1.023025230 1.021195965 1.023052369 1.023345186 1.020742398 1.020808913 1.020808913 1.020664570 1.020664570 1.020444083
198450 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 1.022246505 1.021200452 1.023025230 1.021195965 1.023052369 1.023345186 1.020742398 1.020808913 1.020808913 1.020664570 1.020664570 1.020444083
220500 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 1.022061505 1.021115140 1.022647725 1.021110653 1.022397321 1.022583951 1.018370467 1.018403841 1.018403841 1.020066596 1.020066596 1.018104185
242550 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 1.019322193 1.020253932 1.018653367 1.020154666 1.017988702 1.018498836 1.007986183 1.005201694 1.005201694 1.015493508 1.015493508 1.002847900
264600 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 1.015516331 1.018065161 1.010666770 1.018233243 1.011018640 1.010576244 1.004876047 1.000251987 1.000251987 0.994942878 0.994942878 0.995123030
286650 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 1.015516331 1.017502594 1.010380235 1.017670676 1.010706558 1.010170522 1.003902302 0.998986755 0.998986755 0.993725293 0.993725293 0.993750359
308700 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 1.008920868 1.009099814 1.003309297 1.009305581 1.004736218 1.004550352 0.990864655 0.982901053 0.982901053 0.980293226 0.980293226 0.978139308
330750 1.026818896 0.956242432 0.956242432 0.070576464	0.956268891 0.982016617 0.985937055 0.979163258 0.986339736 0.979489658 0.978345481 0.966067884 0.960390413 0.960390413 0.958723234 0.958723234 0.957447034
176400 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.158325564 1.158451739 1.160134394 1.158515351 1.160497062 1.160365349 1.156822832 1.156944616 1.156944616 1.157841119 1.157841119 1.157557105
198450 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.158325564 1.158451739 1.160134394 1.158515351 1.160497062 1.160365349 1.156822832 1.156944616 1.156944616 1.157841119 1.157841119 1.157557105
220500 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.158129268 1.158355338 1.159944427 1.158418950 1.160389982 1.160317502 1.155066597 1.154839580 1.154839580 1.156182204 1.156182204 1.155227590
242550 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.155435730 1.157790552 1.154201733 1.157737543 1.156804672 1.155893762 1.142001442 1.140316060 1.140316060 1.154274122 1.154274122 1.140336156
264600 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.151621981 1.154968763 1.147114103 1.154735054 1.146633959 1.146928995 1.141825435 1.136384772 1.136384772 1.130717341 1.130717341 1.131992816
286650 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.151621981 1.154634528 1.147114103 1.154400819 1.146633959 1.146928995 1.140061363 1.135491794 1.135491794 1.129401913 1.129401913 1.130671196
308700 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.145790509 1.147094692 1.141957367 1.146805710 1.141073828 1.141360104 1.125710672 1.119976773 1.119976773 1.115811807 1.115811807 1.114853710
330750 1.164417879 1.082275229 1.082275229 0.082142650	1.082303773 1.114284601 1.117291428 1.112709640 1.117800137 1.110644305 1.110536151 1.096561052 1.086564625 1.086564625 1.089729330 1.089729330 1.087013306
176400 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.156325617 1.156466022 1.158183248 1.156604625 1.158096472 1.158100243 1.155082852 1.155080055 1.155080055 1.155971859 1.155971859 1.155913628
198450 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.156325617 1.156466022 1.158183248 1.156604625 1.158096472 1.158100243 1.155082852 1.155080055 1.155080055 1.155971859 1.155971859 1.155913628
220500 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.156151749 1.156374208 1.157901480 1.156486398 1.158054829 1.157998736 1.153606776 1.153739110 1.153739110 1.154047102 1.154047102 1.153896096
242550 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.153873351 1.155874794 1.155179430 1.155772888 1.154554421 1.154236628 1.142577319 1.139766395 1.139766395 1.152599769 1.152599769 1.141182176
264600 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.150076512 1.153026271 1.147001346 1.152915224 1.146153952 1.146197935 1.139475909 1.133459557 1.133459557 1.127672185 1.127672185 1.128751959
286650 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.149908839 1.152630539 1.147001346 1.152519492 1.146153952 1.146197935 1.138494484 1.132814373 1.132814373 1.126541229 1.126541229 1.127548227
308700 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.144549540 1.147111664 1.141579808 1.146848900 1.140690509 1.140691350 1.125534216 1.118471751 1.118471751 1.114052799 1.114052799 1.113409062
330750 1.162559301 1.078819593 1.078819593 0.083739708	1.078845501 1.112648562 1.115328371 1.113884590 1.116178675 1.114153597 1.114045262 1.095012168 1.087165740 1.087165740 1.087482997 1.087482997 1.084381606
176400 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.149018556 1.148065411 1.150216752 1.148087360 1.149766811 1.150062256 1.147749480 1.147523386 1.147523386 1.147736645 1.147736645 1.147449891
198450 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.149018556 1.148065411 1.150216752 1.148087360 1.149766811 1.150062256 1.147749480 1.147523386 1.147523386 1.147736645 1.147736645 1.147449891
220500 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.148905425 1.147974484 1.150062838 1.147971314 1.149705245 1.150015394 1.145667237 1.145796158 1.145796158 1.147263196 1.147263196 1.144856424
242550 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.146183622 1.146969766 1.146022923 1.147190253 1.146001050 1.145310485 1.134281466 1.131094143 1.131094143 1.142590837 1.142590837 1.129264023
264600 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.142847032 1.144915016 1.138030684 1.145039903 1.138167743 1.137325180 1.131689429 1.126152546 1.126152546 1.120195604 1.120195604 1.121472528
286650 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.142847032 1.144603847 1.138030684 1.144728734 1.138167743 1.137325180 1.130493242 1.124912328 1.124912328 1.119149336 1.119149336 1.120152596
308700 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.138771231 1.137774824 1.132082426 1.137716200 1.132818182 1.132032030 1.118272943 1.112605189 1.112605189 1.108739181 1.108739181 1.107183287
330750 1.153984574 1.074238484 1.074238484 0.079746090	1.074263742 1.105673229 1.108082390 1.103053233 1.108541865 1.103370201 1.102065989 1.086891249 1.080275819 1.080275819 1.081416283 1.081416283 1.077619380
176400 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.133062481 1.132578251 1.134078197 1.132550465 1.134422322 1.134366772 1.131434238 1.131501678 1.131501678 1.132069224 1.132069224 1.131866151
198450 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.133062481 1.132578251 1.134078197 1.132550465 1.134422322 1.134366772 1.131434238 1.131501678 1.131501678 1.132069224 1.132069224 1.131849729
220500 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.132646202 1.132578251 1.133419307 1.132550465 1.133874827 1.133820767 1.128690811 1.129140038 1.129140038 1.130680004 1.130680004 1.129063081
242550 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.129509672 1.130605150 1.130266532 1.130448912 1.129273145 1.128366196 1.117409947 1.114475021 1.114475021 1.126679993 1.126679993 1.113287862
264600 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.126093750 1.129137419 1.120833421 1.129302289 1.122324706 1.122085403 1.114696746 1.108469986 1.108469986 1.103807305 1.103807305 1.104155794
286650 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.125225280 1.128542355 1.120432367 1.128707225 1.122198640 1.121976824 1.113221930 1.106975488 1.106975488 1.101997030 1.101997030 1.102035119
308700 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.120104752 1.121109150 1.114338841 1.121199260 1.116326222 1.115866618 1.097610903 1.092829226 1.092829226 1.090104765 1.090104765 1.087145829
330750 1.138586697 1.056170300 1.056170300 0.082416397	1.056196317 1.087578010 1.088977231 1.085959498 1.089628167 1.084706431 1.083644227 1.069164569 1.061177232 1.061177232 1.062795051 1.062795051 1.060453748
176400 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.086128457 1.086474382 1.087357653 1.086408437 1.087736948 1.087735786 1.084921299 1.084908263 1.084908263 1.085727743 1.085727743 1.085530745
198450 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.086128457 1.086474382 1.087357653 1.086408437 1.087736948 1.087735786 1.084921299 1.084908263 1.084908263 1.085642108 1.085642108 1.085433817
220500 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.085711797 1.086474382 1.087133466 1.086408437 1.087630090 1.087370831 1.083555378 1.082303489 1.082303489 1.085317986 1.085317986 1.083404916
242550 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.083193543 1.085179013 1.084062994 1.085078683 1.084427899 1.084502216 1.070896146 1.067751981 1.067751981 1.079924379 1.079924379 1.068415569
264600 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.080297878 1.082320099 1.076324434 1.082432629 1.076978485 1.076386392 1.067587083 1.061814244 1.061814244 1.057489928 1.057489928 1.059514284
286650 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.080297878 1.082320099 1.076324434 1.082432629 1.076842329 1.076261555 1.066931551 1.061149638 1.061149638 1.057055879 1.057055879 1.058993548
308700 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.075627971 1.075855404 1.072048253 1.076150574 1.072514381 1.071590862 1.057128242 1.049247760 1.049247760 1.045279421 1.045279421 1.046580778
330750 1.092391813 1.011198357 1.011198357 0.081193456	1.011223261 1.043799217 1.047105949 1.042469111 1.047239423 1.042833319 1.043318017 1.025236894 1.016425474 1.016425474 1.018432146 1.018432146 1.015121912
176400 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.134632009 1.134484273 1.135714664 1.134358491 1.136129330 1.135986433 1.133325626 1.133316881 1.133316881 1.133872212 1.133872212 1.133766297
198450 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.134632009 1.134484273 1.135714664 1.134358491 1.136129330 1.135986433 1.133325626 1.133316881 1.133316881 1.133872212 1.133872212 1.133766297
220500 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.134130075 1.134382794 1.135418571 1.134358491 1.135975803 1.135765282 1.130956289 1.130756702 1.130756702 1.133116792 1.133116792 1.130637082
242550 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.131678074 1.133479128 1.131329964 1.133430274 1.131919985 1.131420891 1.118384483 1.116531695 1.116531695 1.129775194 1.129775194 1.116007984
264600 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.128847623 1.130877078 1.124934484 1.131049059 1.124296328 1.124149468 1.116352532 1.112392152 1.112392152 1.106076944 1.106076944 1.107430995
286650 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.128847623 1.130708879 1.124934484 1.130880860 1.124296328 1.124149468 1.115313084 1.111575091 1.111575091 1.105247998 1.105247998 1.106415233
308700 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.123378172 1.123261996 1.119126618 1.123548964 1.117771759 1.117184896 1.101591666 1.094639686 1.094639686 1.091548110 1.091548110 1.090095045
330750 1.140344468 1.057608854 1.057608854 0.082735614	1.057636375 1.088679696 1.090759071 1.088592935 1.091460965 1.087780918 1.087586021 1.068863382 1.061891018 1.061891018 1.064470761 1.064470761 1.061111271
176400 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.100417564 1.100285084 1.102831900 1.100351585 1.102541894 1.102361365 1.099300187 1.099270239 1.099270239 1.099904200 1.099904200 1.099753945
198450 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.100417564 1.100285084 1.102831900 1.100351585 1.102541894 1.102361365 1.099300187 1.099270239 1.099270239 1.099904200 1.099904200 1.099753945
220500 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.100307370 1.100285084 1.102496631 1.100351585 1.101882119 1.102035258 1.097420080 1.096847134 1.096847134 1.099406433 1.099406433 1.097083276
242550 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.097520037 1.099361734 1.097805520 1.099260278 1.097878684 1.098117377 1.086508507 1.082095814 1.082095814 1.095978642 1.095978642 1.082470903
264600 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.094408709 1.097095423 1.088066428 1.097190073 1.088868440 1.088165766 1.082383178 1.076806300 1.076806300 1.073382202 1.073382202 1.074411110
286650 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.093958138 1.096267320 1.088066428 1.096530879 1.088868440 1.088165766 1.081515848 1.075506494 1.075506494 1.072163498 1.072163498 1.073193498
308700 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.087817461 1.089421171 1.081715208 1.089642936 1.082857914 1.082045530 1.068360310 1.060620353 1.060620353 1.059487005 1.059487005 1.057676098
330750 1.106539043 1.025350966 1.025350966 0.081188077	1.025380324 1.055516011 1.057236558 1.053787274 1.057891841 1.054081150 1.053714544 1.038715724 1.029663720 1.029663720 1.032343610 1.032343610 1.029611601
176400 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.111610575 1.110698244 1.112396840 1.110673720 1.112841378 1.112793257 1.110458080 1.110548629 1.110548629 1.110434302 1.110434302 1.110199598
198450 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.111610575 1.110698244 1.112396840 1.110673720 1.112841378 1.112793257 1.110458080 1.110548629 1.110548629 1.110434302 1.110434302 1.110199598
220500 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.111440943 1.110698244 1.112150836 1.110673720 1.112373016 1.112514222 1.107897364 1.108200563 1.108200563 1.108935705 1.108935705 1.107788924
242550 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.108495673 1.110088519 1.108267911 1.110059647 1.107974447 1.107410458 1.096924971 1.095990072 1.095990072 1.107346870 1.107346870 1.094634953
264600 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.105160434 1.107944271 1.101182384 1.108100485 1.100467804 1.100331273 1.093141296 1.091222863 1.091222863 1.085281040 1.085281040 1.086226722
286650 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.105160434 1.107792127 1.101182384 1.107948341 1.100467804 1.100331273 1.092701007 1.090864578 1.090864578 1.084663340 1.084663340 1.085483708
308700 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.101030185 1.101825846 1.096904954 1.102099572 1.097628602 1.097447363 1.083339855 1.078859774 1.078859774 1.073749306 1.073749306 1.072858826
330750 1.116184328 1.038937837 1.038937837 0.077246491	1.038962402 1.071256541 1.074556343 1.069709449 1.074824205 1.069093088 1.068838387 1.053468760 1.045202562 1.045202562 1.047616820 1.047616820 1.044530957
