capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
2754066432 2954.606362650 2607.697985021 2607.697985021 346.908377629	2607.698067364 2608.112702450 2609.591654141 2682.356483930 2613.873223891 2687.072224340 2608.812789779 2608.080307959 2695.797246345 2695.797246345 2607.698067364 2607.698067364 2607.698067364
2983571968 2954.606362650 2607.697985021 2607.697985021 346.908377629	2607.698067364 2608.112702450 2607.787990831 2678.790964903 2613.873223891 2686.779984116 2608.812789779 2608.080307959 2698.255606826 2698.255606826 2607.698067364 2607.698067364 2607.698067364
3213077504 2954.606362650 2607.697985021 2607.697985021 346.908377629	2607.698067364 2608.112702450 2607.787990831 2675.095891277 2608.090027445 2686.407989651 2608.597800602 2608.093621569 2691.042085915 2691.042085915 2607.698067364 2607.698067364 2607.698067364
3442583040 2954.606362650 2607.697985021 2607.697985021 346.908377629	2607.698067364 2608.112702450 2607.698067364 2671.189774192 2608.090027445 2686.407989651 2608.597800602 2608.093621569 2695.136679276 2695.136679276 2607.698067364 2607.698067364 2607.698067364
3672088576 2954.606362650 2607.697985021 2607.697985021 346.908377629	2607.698067364 2608.112702450 2607.698067364 2671.075149342 2607.765767769 2686.184745762 2608.597800602 2608.093621569 2680.756987846 2680.756987846 2607.698067364 2607.698067364 2607.698067364
1836044288 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3254.700554497 3257.325653219 3244.500297220 3242.258851614 3314.580180076 3196.056238515 3137.394648710 3227.602170052 3227.602170052 3114.592289042 3114.592289042 3208.889538861
2065549824 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3190.684244200 3247.944001344 3239.429739068 3229.361852230 3285.005792596 3190.869816747 3134.301707356 3227.129498722 3227.129498722 3069.791587729 3069.791587729 3180.108723259
2295055360 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3181.847564069 3232.957490933 3176.756739037 3221.555421352 3284.556382439 3190.758001022 3096.412122755 3216.124984805 3216.124984805 3046.250536777 3046.250536777 3159.769513840
2524560896 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3083.328474198 3227.570126516 3141.278777699 3209.037474234 3254.814719793 3103.856651831 3006.183726516 3091.622544218 3091.622544218 3080.281869464 3080.281869464 3170.020438266
2754066432 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3051.882654835 3098.466582169 3107.068448806 3152.026817989 3189.936325999 3057.930608449 2981.801979323 3087.059049059 3087.059049059 3085.783522141 3085.783522141 3110.491816925
2983571968 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3036.199318599 3098.466582169 3103.370797291 3148.890522746 3184.297129415 3057.930608449 2980.357704615 3078.086763247 3078.086763247 3041.964478487 3041.964478487 3092.716847621
3213077504 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3022.066344753 3089.030027146 3103.370797291 3137.379212433 3176.788575070 3018.693314565 2957.616500461 3066.103014142 3066.103014142 3057.661795426 3057.661795426 3099.898694739
3442583040 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 3015.710560532 3078.518903708 3030.089358819 3137.379212433 3154.169210422 3018.693314565 2987.934265771 3046.188724885 3046.188724885 3025.602741185 3025.602741185 3087.522299712
3672088576 3783.173722998 2957.275887892 2957.275887892 825.897835106	2957.309840612 2982.815384829 3065.738606748 3030.089358819 3131.218002917 3148.401057853 3018.693314565 2987.934265771 3043.531270411 3043.531270411 3023.872332067 3023.872332067 3085.233371804
1836044288 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2597.982261583 2592.882083865 2594.822659727 2589.257605861 2606.206234535 2559.182346124 2575.912031277 2576.457165904 2576.457165904 2575.594680867 2575.594680867 2594.672650026
2065549824 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2582.550526005 2592.882083865 2572.641710169 2576.119593364 2601.827709518 2559.088546922 2571.725249444 2571.725249444 2571.725249444 2514.002302912 2514.002302912 2539.310920277
2295055360 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2541.273485750 2575.995799125 2568.741896218 2563.292455636 2598.114194591 2559.088546922 2557.673644500 2568.139376865 2568.139376865 2509.589369449 2509.589369449 2537.043346065
2524560896 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2530.927843092 2575.697311622 2568.741896218 2549.405773152 2597.927895567 2545.213187220 2556.686024537 2568.011734517 2568.011734517 2489.249536711 2489.249536711 2519.084439980
2754066432 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2530.927843092 2484.067280633 2530.725057276 2532.736596623 2557.580646063 2484.230323217 2510.160066115 2530.186638759 2530.186638759 2484.067280633 2484.067280633 2484.067280633
2983571968 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2530.927843092 2484.067280633 2530.539273739 2528.381062498 2557.580646063 2484.230323217 2506.383624857 2530.239151151 2530.239151151 2484.067280633 2484.067280633 2484.067280633
3213077504 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2512.296971867 2484.067280633 2520.813114561 2528.381062498 2550.081356528 2484.230323217 2493.092772096 2520.569458829 2520.569458829 2484.067280633 2484.067280633 2484.067280633
3442583040 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2512.296971867 2484.067280633 2520.569458829 2484.067375024 2550.081356528 2484.230323217 2487.697036068 2520.569458829 2520.569458829 2484.067280633 2484.067280633 2484.067280633
3672088576 2870.278968327 2484.039294051 2484.039294051 386.239674276	2484.067280633 2504.272039507 2484.067280633 2506.563231635 2484.067375024 2535.510762880 2484.230323217 2484.385693383 2506.563231635 2506.563231635 2484.067280633 2484.067280633 2484.067280633
1836044288 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2442.521618362 2425.494431094 2422.636562308 2422.047721873 2442.150557590 2384.338022825 2410.354991087 2384.075651433 2384.075651433 2406.346809566 2406.346809566 2408.426827661
2065549824 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2410.444269659 2416.672334706 2398.022293743 2420.373446332 2441.753969005 2384.337940688 2376.305581759 2394.709913625 2394.709913625 2377.134605834 2377.134605834 2396.928756285
2295055360 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2405.093680578 2393.969732889 2397.942310206 2401.491731601 2441.672968825 2384.150490352 2359.331202523 2397.397134322 2397.397134322 2385.475778148 2385.475778148 2386.492126520
2524560896 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2388.934362545 2390.606617547 2397.942310206 2392.925193110 2441.672968825 2383.959174562 2346.375210298 2378.445710562 2378.445710562 2358.743098580 2358.743098580 2374.062009401
2754066432 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2356.705302060 2364.382904428 2384.195448378 2371.657104790 2441.210353629 2351.298208855 2343.280874062 2383.067225525 2383.067225525 2356.186367537 2356.186367537 2360.127477418
2983571968 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2351.463959289 2364.382904428 2384.195448378 2371.657104790 2441.210353629 2351.298208855 2329.239500731 2379.085908232 2379.085908232 2344.822444892 2344.822444892 2347.838296282
3213077504 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2344.400579624 2342.414774520 2384.025269700 2345.441516359 2440.671546485 2351.298208855 2324.702527096 2382.634741310 2382.634741310 2342.273838537 2342.273838537 2342.273838537
3442583040 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2344.400579624 2342.414774520 2383.838963234 2345.441516359 2440.587720084 2324.290360720 2325.326607760 2383.486462556 2383.486462556 2330.909915892 2330.909915892 2333.335487590
3672088576 2611.336453364 2323.613217386 2323.613217386 287.723235978	2323.613281018 2344.400579624 2328.584831122 2383.838963234 2328.584924823 2440.587720084 2324.290360720 2324.702527096 2380.585896533 2380.585896533 2328.443895139 2328.443895139 2328.443895139
1836044288 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 1158.823029421 1103.125679846 1086.992289433 1152.798562122 1094.051936840 1072.540141929 975.411678608 1045.908856292 1045.908856292 1044.010579164 1044.010579164 1051.165270601
2065549824 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 1094.341014559 1103.125679846 1042.823002698 1138.093779263 1090.525136380 1064.798309752 958.976271058 1001.949261153 1001.949261153 982.736398522 982.736398522 1013.598267002
2295055360 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 1046.677962501 1084.426566227 1037.098759498 1133.542364557 1077.088914796 1050.486366191 991.003213489 1001.163886346 1001.163886346 949.765115772 949.765115772 999.521050137
2524560896 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 1028.792225465 1052.564324415 1019.103044217 1099.308942440 1072.883468544 1042.910551668 977.757054135 970.960773568 970.960773568 911.589755559 911.589755559 951.998507213
2754066432 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 961.578096774 957.001072690 945.393567987 989.426573154 982.844363116 952.239905721 906.629457088 940.788034814 940.788034814 880.603738642 880.603738642 907.376573693
2983571968 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 940.640596135 956.567663947 937.598387057 988.270066894 978.546886192 932.084215215 903.623415130 937.586378033 937.586378033 857.261256204 857.261256204 891.328002818
3213077504 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 907.326327064 956.567663947 937.598387057 967.915577509 978.546886192 932.084215215 895.611039738 937.586378033 937.586378033 847.498784814 847.498784814 891.917531807
3442583040 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 899.781200470 920.571170627 925.488372330 959.361503944 973.278287576 921.029591171 894.619602261 925.488372330 925.488372330 876.115712957 876.115712957 931.129442262
3672088576 1511.917829343 831.835906328 831.835906328 680.081923015	831.851486200 889.368684632 911.725697138 925.488372330 944.958360902 970.605984289 921.029591171 894.018010543 925.488372330 925.488372330 865.163997643 865.163997643 906.001278850
1836044288 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1526.087899212 1296.835258834 1307.244855931 1359.494024186 1279.906515713 1243.545483029 1281.706975694 1292.034197858 1292.034197858 1212.993933019 1212.993933019 1258.086916404
2065549824 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1410.809991150 1296.835258834 1275.960251520 1346.188023714 1278.048834029 1243.545483029 1267.370496764 1260.176822227 1260.176822227 1176.945461004 1176.945461004 1241.330200139
2295055360 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1335.355342185 1294.847010271 1271.785282051 1331.436328462 1273.873864560 1243.545483029 1267.370496764 1257.715855750 1257.715855750 1133.169970716 1133.169970716 1216.361512341
2524560896 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1302.032283167 1176.985974930 1203.145577100 1227.866924262 1212.302751921 1188.540756046 1208.715653639 1192.748878324 1192.748878324 1137.016869381 1137.016869381 1142.717564204
2754066432 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1298.251300189 1168.340298776 1173.675753563 1226.038446395 1212.302751921 1181.875509524 1179.604695486 1162.834696102 1162.834696102 1114.444055954 1114.444055954 1135.001457844
2983571968 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1243.774535912 1168.340298776 1170.533759746 1219.017028891 1208.948868403 1178.943059950 1179.604695486 1162.834696102 1162.834696102 1109.746009659 1109.746009659 1139.558711854
3213077504 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1204.304867566 1139.038085979 1170.533759746 1172.158547135 1208.948868403 1166.062939290 1179.604695486 1147.199446586 1147.199446586 1128.359436963 1128.359436963 1133.251523459
3442583040 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1204.304867566 1133.602827702 1167.234552828 1172.158547135 1205.649661485 1162.920945473 1179.604695486 1147.199446586 1147.199446586 1129.328791765 1129.328791765 1114.043325475
3672088576 1948.609810669 1100.007113419 1100.007113419 848.602697250	1100.007169920 1164.184556910 1128.648852702 1167.234552828 1161.491006993 1201.843119836 1162.920945473 1179.604695486 1147.199446586 1147.199446586 1126.231829174 1126.231829174 1110.809040044
1836044288 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 486.124504143 488.038482882 494.978315881 487.832422916 514.301343799 471.658515747 465.731774960 489.501839257 489.501839257 473.433162673 473.433162673 477.018423920
2065549824 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 480.727484388 476.664791842 491.306405889 476.458739818 514.230025063 471.658329985 461.586541072 489.537035279 489.537035279 461.132797922 461.132797922 475.471590097
2295055360 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 447.370365487 433.712464620 484.665948510 433.506412596 513.231073813 439.539406333 444.212230720 471.389990433 471.389990433 427.080340932 427.080340932 428.096436539
2524560896 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 435.562766637 418.754648603 482.064693786 418.548596579 511.096948667 415.865164324 427.589188064 468.059863265 468.059863265 410.399482816 410.399482816 412.188556989
2754066432 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 425.626429265 411.713839997 478.871021858 411.507787973 509.841070616 395.815835636 431.298968257 456.485814575 456.485814575 405.443098934 405.443098934 405.471810758
2983571968 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 412.531329018 407.622369162 478.871021858 407.622369162 509.559863476 395.815835636 405.338314475 456.341480875 456.341480875 402.506930129 402.506930129 404.392940199
3213077504 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 402.430875568 399.258710085 470.923594265 399.258710085 506.707372870 391.830679900 405.241274564 464.987092384 464.987092384 399.192576405 399.192576405 399.192576405
3442583040 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 399.317183480 397.677006834 464.404571164 397.677006834 502.058090488 387.600687091 406.317195917 458.456104967 458.456104967 396.759129073 396.759129073 396.759129073
3672088576 568.424911063 387.423109283 387.423109283 181.001801780	387.423158341 399.317183480 397.677006834 464.404571164 397.677006834 498.821228248 387.600687091 398.450591481 456.562016053 456.562016053 393.413311882 393.413311882 394.674704349
1836044288 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 389.759502756 388.744776982 410.099727435 393.436625461 410.099727435 362.616981273 410.099727435 410.099727435 410.099727435 379.661693985 379.661693985 382.996738354
2065549824 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 389.759502756 388.744776982 410.099727435 393.436625461 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 364.174346157 364.174346157 367.031727055
2295055360 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 389.759502756 368.610525551 410.099727435 389.491053884 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 367.333569394 367.333569394 367.984843778
2524560896 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 389.759502756 351.927216519 410.099727435 389.491053884 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 351.924553890 351.924553890 351.924553890
2754066432 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 383.214216349 351.757394443 410.099727435 379.564703655 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 351.757394443 351.757394443 351.757394443
2983571968 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 367.448102517 351.757394443 410.099727435 379.564703655 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 351.757394443 351.757394443 351.757394443
3213077504 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 367.448102517 351.757394443 410.099727435 359.430452224 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 351.757394443 351.757394443 351.757394443
3442583040 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 364.177047910 351.757394443 410.099727435 351.757394443 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 351.757394443 351.757394443 351.757394443
3672088576 478.041584082 351.756321839 351.756321839 126.285262243	351.757394443 364.177047910 351.757394443 410.099727435 351.757394443 410.099727435 351.886641163 410.099727435 410.099727435 410.099727435 351.757394443 351.757394443 351.757394443
