capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
3442583040 1515.140213462 1166.111870936 1166.111870936 349.028342526	1166.140456313 1192.606539487 1285.250349984 1285.541293152 1291.061013508 1344.920610925 1290.733268136 1285.541293152 1285.541293152 1285.541293152 1166.361290742 1166.361290742 1198.239866274
3672088576 1515.140213462 1166.111870936 1166.111870936 349.028342526	1166.140456313 1192.606539487 1166.140456313 1225.810717254 1182.868009235 1225.810717254 1182.571993443 1225.810717254 1225.810717254 1225.810717254 1166.140456313 1166.140456313 1166.140456313
1836044288 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1475.493472543 1488.392779555 1447.876858195 1435.724067982 1500.207247685 1441.308744673 1427.835978603 1417.569527864 1417.569527864 1430.011245573 1430.011245573 1435.792964051
2065549824 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1472.606656873 1488.392779555 1444.054634414 1432.961353332 1478.500303920 1427.137946690 1413.747304083 1413.747304083 1413.747304083 1402.092041520 1402.092041520 1433.175249047
2295055360 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1457.113627764 1488.392779555 1383.426456034 1432.961353332 1478.500303920 1427.137946690 1353.119125703 1412.882056878 1412.882056878 1402.092041520 1402.092041520 1370.805012439
2524560896 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1457.113627764 1472.467549551 1383.426456034 1413.085012803 1476.035763877 1426.998438641 1353.119125703 1412.882056878 1412.882056878 1352.474067449 1352.474067449 1352.474067449
2754066432 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1397.731091016 1356.780946266 1353.119125703 1386.548852723 1416.653227129 1400.462278561 1353.119125703 1353.119125703 1353.119125703 1356.780946266 1356.780946266 1356.780946266
2983571968 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1397.731091016 1352.456834423 1353.119125703 1386.548852723 1416.653227129 1395.097611799 1353.119125703 1353.119125703 1353.119125703 1352.456834423 1352.456834423 1352.456834423
3213077504 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1381.433000832 1352.456834423 1353.119125703 1386.548852723 1416.653227129 1393.616777212 1353.119125703 1353.119125703 1353.119125703 1352.456834423 1352.456834423 1352.456834423
3442583040 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1381.433000832 1352.456834423 1353.119125703 1352.456834423 1412.882056878 1359.524758912 1353.119125703 1353.119125703 1353.119125703 1352.456834423 1352.456834423 1352.456834423
3672088576 1717.377802598 1352.253878498 1352.253878498 365.123924100	1352.456834423 1352.595941745 1352.456834423 1353.119125703 1352.456834423 1412.882056878 1359.524758912 1353.119125703 1353.119125703 1353.119125703 1352.456834423 1352.456834423 1352.456834423
1836044288 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1670.837490730 1717.790323539 1657.795875480 1652.264036799 1677.693854775 1633.367536283 1604.836124248 1596.819985103 1596.819985103 1601.939606917 1601.939606917 1629.178478920
2065549824 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1638.237925813 1716.932320415 1657.795875480 1652.264024868 1677.693854775 1628.502248433 1596.819985103 1596.819985103 1596.819985103 1533.213757291 1533.213757291 1589.937643978
2295055360 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1580.579477379 1716.932320415 1562.637791778 1645.213736850 1677.693854775 1628.502248433 1502.138702625 1532.601046431 1532.601046431 1409.714332873 1409.714332873 1534.814208329
2524560896 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1572.184421079 1715.201196319 1562.637791778 1613.450932414 1675.355681241 1595.821255397 1502.138702625 1502.138702625 1502.138702625 1395.275381242 1395.275381242 1524.900015294
2754066432 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1485.502815850 1543.528199058 1483.611545047 1572.040013370 1637.086605357 1556.585852744 1480.571062130 1405.664826859 1405.664826859 1397.872697478 1397.872697478 1487.521225690
2983571968 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1482.510992733 1543.528199058 1483.611545047 1570.243962476 1637.086605357 1556.585852744 1480.571062130 1405.664826859 1405.664826859 1398.556915738 1398.556915738 1442.264718232
3213077504 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1456.739845471 1543.528199058 1473.173718056 1556.585852744 1637.086605357 1556.585852744 1423.708839484 1413.211807428 1413.211807428 1359.869325555 1359.869325555 1429.335138852
3442583040 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1443.689221407 1536.783464503 1473.173718056 1541.728002141 1637.086605357 1534.918611764 1474.046093143 1413.211807428 1413.211807428 1352.103889482 1352.103889482 1408.171538147
3672088576 1926.379606111 1352.089398227 1352.089398227 574.290207884	1352.092461214 1431.607621602 1449.338032966 1431.954372039 1420.652685268 1509.850329742 1415.639345785 1427.567054056 1388.811190670 1388.811190670 1366.712089677 1366.712089677 1410.328165266
1836044288 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1555.249786169 1591.983028717 1557.610094764 1560.537475665 1554.382153704 1553.824049325 1554.382153704 1554.382153704 1554.382153704 1567.787848351 1567.787848351 1567.787848351
2065549824 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1552.005191374 1591.983028717 1556.695422839 1557.304747620 1554.382153704 1553.823909101 1554.382153704 1554.382153704 1554.382153704 1554.382153704 1554.382153704 1560.713620945
2295055360 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1523.616410418 1545.047964165 1494.300405941 1557.304747620 1553.494507756 1494.206175153 1434.723643776 1434.723643776 1434.723643776 1385.373919097 1385.373919097 1469.494940654
2524560896 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1500.808854429 1545.047964165 1494.300405941 1553.499494660 1553.494507756 1494.206175153 1434.723643776 1434.723643776 1434.723643776 1365.654218825 1365.654218825 1459.289770763
2754066432 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1406.352961397 1497.499982431 1494.300405941 1536.304105834 1553.494507756 1494.206175153 1434.723643776 1434.723643776 1434.723643776 1316.286008340 1316.286008340 1421.445946395
2983571968 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1406.352961397 1494.239350357 1494.300405941 1533.282617977 1553.494507756 1494.206175153 1434.723643776 1434.723643776 1434.723643776 1316.274384562 1316.274384562 1424.471603284
3213077504 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1369.961557593 1494.239350357 1494.300405941 1527.165539568 1553.494507756 1494.206175153 1434.723643776 1434.723643776 1434.723643776 1316.274384562 1316.274384562 1388.359910888
3442583040 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1352.242332915 1494.239350357 1494.300405941 1521.714586938 1553.494507756 1494.206175153 1434.723643776 1434.723643776 1434.723643776 1316.274384562 1316.274384562 1366.262804422
3672088576 1647.207670124 1316.269397658 1316.269397658 330.938272466	1316.274384562 1349.640527305 1318.073905876 1377.329063275 1339.732867127 1377.329063275 1324.670738429 1377.370035058 1377.329063275 1377.329063275 1318.073905876 1318.073905876 1318.073905876
1836044288 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1452.849537133 1441.119710743 1406.852066003 1414.351114213 1411.685581692 1433.356639404 1405.965416275 1405.965416275 1405.965416275 1411.685581692 1411.685581692 1419.414423432
2065549824 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1435.738938844 1441.119710743 1406.852066003 1411.084368992 1411.685581692 1423.636458443 1405.965416275 1405.965416275 1405.965416275 1405.965416275 1405.965416275 1406.357578801
2295055360 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1391.758314923 1441.119710743 1346.383434957 1410.984755472 1410.741759940 1364.008203547 1345.561840080 1345.561840080 1345.561840080 1310.287539291 1310.287539291 1331.067107644
2524560896 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1391.758314923 1441.119710743 1346.383434957 1405.242183058 1405.021594523 1358.279704748 1345.561840080 1345.561840080 1345.561840080 1310.287539291 1310.287539291 1330.674945118
2754066432 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1330.704962873 1371.585791897 1346.383434957 1365.865626480 1405.021594523 1358.279704748 1345.561840080 1345.561840080 1345.561840080 1306.283645162 1306.283645162 1327.548081744
2983571968 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1330.704962873 1371.585791897 1346.383434957 1365.865626480 1405.021594523 1358.279704748 1345.561840080 1345.561840080 1345.561840080 1306.283645162 1306.283645162 1327.548081744
3213077504 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1296.982106670 1371.585791897 1346.383434957 1365.865626480 1405.021594523 1358.279704748 1345.561840080 1345.561840080 1345.561840080 1286.200447297 1286.200447297 1294.998704537
3442583040 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1286.201064641 1345.782428615 1346.383434957 1345.782428615 1405.021594523 1358.279704748 1345.561840080 1345.561840080 1345.561840080 1286.200447297 1286.200447297 1286.200447297
3672088576 1572.944423153 1285.979858762 1285.979858762 286.964564391	1286.200447297 1286.201064641 1286.200447297 1286.923680514 1286.200447297 1345.561840080 1298.697723430 1286.923680514 1286.923680514 1286.923680514 1286.200447297 1286.200447297 1286.200447297
1836044288 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1781.860676238 1815.381783632 1806.027766401 1776.973955075 1746.776105420 1728.681689622 1675.849888251 1716.595134364 1716.595134364 1749.356416125 1749.356416125 1781.024526974
2065549824 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1705.771548940 1815.381783632 1742.304013096 1776.973942716 1746.776105420 1720.669791924 1646.900646587 1680.993082652 1680.993082652 1704.378831174 1704.378831174 1745.857432465
2295055360 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1664.814327912 1815.381783632 1625.470377099 1776.973942716 1746.776105420 1720.669791924 1645.922998181 1649.607441922 1649.607441922 1629.303249457 1629.303249457 1698.608851685
2524560896 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1664.814327912 1811.348776350 1625.470377099 1707.716610369 1729.332329567 1695.561303090 1645.922998181 1618.587058640 1618.587058640 1623.504170187 1623.504170187 1699.096847701
2754066432 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1610.753309398 1710.438605518 1534.652940477 1673.212791409 1698.697156472 1599.350609164 1538.215335495 1589.465762649 1589.465762649 1597.932367201 1597.932367201 1638.777954533
2983571968 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1610.753309398 1710.438605518 1534.652940477 1673.212791409 1698.697156472 1599.350609164 1538.215335495 1589.465762649 1589.465762649 1598.801999440 1598.801999440 1631.177643743
3213077504 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1534.497793651 1710.438605518 1524.488601111 1625.463987901 1698.697156472 1585.044213169 1527.592047732 1524.488601111 1524.488601111 1561.191364304 1561.191364304 1612.710988361
3442583040 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1523.925136946 1695.918877779 1524.488601111 1625.463987901 1675.271311053 1585.044213169 1524.488601111 1524.488601111 1524.488601111 1566.061439201 1566.061439201 1607.493695595
3672088576 2226.930428877 1523.510952705 1523.510952705 703.419476172	1523.627687088 1523.925136946 1634.875712360 1524.488601111 1571.402969387 1614.228145634 1530.983194655 1524.488601111 1524.488601111 1524.488601111 1546.302510312 1546.302510312 1582.297067075
1836044288 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1819.000667055 1819.974795389 1794.100982016 1795.368257988 1819.974782879 1789.446071154 1773.566043209 1780.568203619 1780.568203619 1763.280462005 1763.280462005 1786.995709011
2065549824 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1797.340953168 1819.974795389 1794.100982016 1795.368246737 1819.974782879 1772.686202309 1763.280462005 1765.159864454 1765.159864454 1745.025052093 1745.025052093 1781.007345896
2295055360 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1722.618302782 1819.974795389 1734.806129930 1795.368246737 1819.974782879 1772.686202309 1734.666890600 1736.448958379 1736.448958379 1584.330027805 1584.330027805 1716.582091126
2524560896 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1697.119049164 1819.974795389 1734.806129930 1762.400592516 1819.974782879 1762.400621105 1734.666890600 1734.569555930 1734.569555930 1584.330027805 1584.330027805 1701.038248360
2754066432 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1594.209351683 1743.400532366 1668.045825571 1729.792527764 1785.356341867 1729.792556353 1674.452377088 1668.045825571 1668.045825571 1550.481132609 1550.481132609 1551.079514442
2983571968 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1594.209351683 1743.400532366 1668.045825571 1729.792527764 1785.356341867 1729.792556353 1674.452377088 1668.045825571 1668.045825571 1550.481132609 1550.481132609 1551.079514442
3213077504 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1555.242066020 1743.400532366 1668.045825571 1729.792527764 1785.356341867 1729.792556353 1646.007368686 1704.085687346 1704.085687346 1468.656686831 1468.656686831 1517.665972534
3442583040 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1533.642049043 1726.680844833 1646.007368686 1704.322273856 1785.356341867 1704.085728445 1646.007368686 1646.007368686 1646.007368686 1476.607277328 1476.607277328 1514.333133491
3672088576 2007.357109292 1468.471181597 1468.471181597 538.885927695	1468.471194107 1533.642049043 1493.463886517 1527.745072974 1494.565193188 1552.737765384 1494.328647777 1527.745072974 1527.745072974 1527.745072974 1468.656686831 1468.656686831 1486.218472365
1836044288 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1247.368489213 1326.569014952 1237.316211603 1247.088810749 1345.098180679 1296.599392347 1240.401467646 1252.887725631 1252.887725631 1268.649150665 1268.649150665 1323.204798453
2065549824 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1237.786484818 1326.569014952 1220.180010742 1241.328119751 1331.981398904 1280.564723498 1232.919572185 1235.696892158 1235.696892158 1218.561829086 1218.561829086 1296.717711685
2295055360 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1224.660746594 1326.569014952 1213.444355677 1241.328119751 1331.981398904 1275.218333340 1206.033186493 1211.608908600 1211.608908600 1145.051895212 1145.051895212 1198.778450569
2524560896 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1223.985357827 1326.569014952 1206.033186493 1221.132473140 1315.823029883 1260.761956461 1206.033186493 1206.033186493 1206.033186493 1131.629133895 1131.629133895 1198.145571371
2754066432 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1193.701793998 1155.680639069 1146.428648572 1143.181373835 1185.609760123 1143.898144509 1164.787647554 1146.428648572 1146.428648572 1123.058442649 1123.058442649 1132.960911614
2983571968 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1193.701793998 1155.680639069 1146.428648572 1140.396487600 1185.609760123 1143.898144509 1164.787647554 1146.428648572 1146.428648572 1121.998697700 1121.998697700 1131.907320670
3213077504 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1129.071598537 1136.421545852 1146.428648572 1140.396487600 1185.609760123 1112.631309901 1157.382362511 1146.428648572 1146.428648572 1086.584444683 1086.584444683 1102.739604483
3442583040 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1119.478161329 1088.038029073 1146.428648572 1086.584444683 1146.428648572 1100.105252743 1146.428648572 1146.428648572 1146.428648572 1086.584444683 1086.584444683 1086.584444683
3672088576 1488.139267669 1086.362225570 1086.362225570 401.777042099	1086.584444683 1119.478161329 1088.038029073 1146.428648572 1086.584444683 1146.428648572 1093.372216684 1146.428648572 1146.428648572 1146.428648572 1086.584444683 1086.584444683 1086.584444683
1836044288 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1181.733874965 1210.420751141 1181.375057099 1180.375458078 1181.375057099 1182.143868700 1181.375057099 1181.375057099 1181.375057099 1181.288064387 1181.288064387 1181.288064387
2065549824 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1181.595951179 1199.329603843 1178.815475724 1180.375446897 1181.375057099 1182.143738945 1178.815475724 1178.815475724 1178.815475724 1143.073845209 1143.073845209 1167.113696069
2295055360 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1122.759765139 1199.329603843 1177.902858234 1180.375446897 1177.054876108 1122.686059701 1164.671335650 1177.902858234 1177.902858234 1069.858610026 1069.858610026 1080.421256891
2524560896 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1122.759765139 1150.963071897 1174.495294733 1180.375446897 1174.495294733 1122.686059701 1162.420642645 1174.495294733 1174.495294733 1011.465015773 1011.465015773 1080.421256891
2754066432 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1069.482997058 1120.917767653 1162.420642645 1159.107952598 1162.420642645 1122.686059701 1162.420642645 1162.420642645 1162.420642645 1004.714719729 1004.714719729 1059.123473459
2983571968 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1069.482997058 1120.917767653 1162.420642645 1155.874600104 1162.420642645 1122.686059701 1162.420642645 1162.420642645 1162.420642645 1001.667991368 1001.667991368 1051.361438837
3213077504 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1047.062324903 1120.917767653 1162.420642645 1149.420072367 1162.420642645 1122.686059701 1162.420642645 1162.420642645 1162.420642645 1001.667991368 1001.667991368 1041.780883193
3442583040 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1018.821187841 1120.917767653 1162.420642645 1143.769642332 1162.420642645 1122.686059701 1162.420642645 1162.420642645 1162.420642645 1001.667991368 1001.667991368 1020.419195225
3672088576 1267.776449274 1001.446095710 1001.446095710 266.330353564	1001.667991368 1015.585467668 1001.667991368 1043.229808076 1011.275590848 1043.229808076 1003.436283416 1043.229808076 1043.229808076 1043.229808076 1001.667991368 1001.667991368 1001.667991368
1836044288 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1255.265788140 1297.245315816 1245.726115099 1281.668176927 1286.653911085 1239.753363466 1228.650392625 1245.726115099 1245.726115099 1228.650392625 1228.650392625 1272.168383243
2065549824 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1234.643972237 1297.245315816 1229.361417609 1277.417992109 1286.653911085 1228.414973488 1228.650392625 1229.361417609 1229.361417609 1228.612397885 1228.612397885 1268.840597049
2295055360 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1224.284034392 1291.125982770 1228.394254767 1277.417992109 1286.653911085 1228.414973488 1228.394254767 1228.394254767 1228.394254767 1151.733723070 1151.733723070 1197.707627015
2524560896 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1217.712735110 1282.541413016 1228.394254767 1251.623615370 1286.653911085 1228.414973488 1228.394254767 1228.394254767 1228.394254767 1143.149153316 1143.149153316 1197.707627015
2754066432 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1200.816289723 1226.953517585 1228.394254767 1226.603982741 1231.066015654 1205.564287711 1171.113287037 1228.394254767 1228.394254767 1105.348919107 1105.348919107 1123.549013772
2983571968 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1200.816289723 1181.679291581 1228.394254767 1224.522756636 1231.066015654 1205.564287711 1171.113287037 1228.394254767 1228.394254767 1067.522278529 1067.522278529 1110.660611109
3213077504 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1184.762331710 1181.679291581 1228.394254767 1205.550807913 1231.066015654 1168.462244871 1168.441526150 1228.394254767 1228.394254767 1048.316378969 1048.316378969 1097.414401982
3442583040 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1184.762331710 1181.679291581 1228.394254767 1193.478976404 1231.066015654 1168.462244871 1168.441526150 1228.394254767 1228.394254767 1048.310155014 1048.310155014 1117.430246651
3672088576 1365.109854653 1048.295660248 1048.295660248 316.814194405	1048.302899171 1053.069747278 1061.722519637 1108.463397346 1077.887037646 1111.135158233 1052.870306113 1108.463397346 1108.463397346 1108.463397346 1048.473848785 1048.473848785 1094.406901548
1836044288 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 989.902433269 1004.754634887 990.183397279 989.658725844 1008.067007619 1004.343571118 990.183397279 990.183397279 990.183397279 990.183397279 990.183397279 990.183397279
2065549824 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 989.902433269 999.496299510 990.183397279 985.273996080 1000.673505716 999.030036231 990.183397279 990.183397279 990.183397279 990.183397279 990.183397279 990.183397279
2295055360 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 985.150581775 942.679591378 989.212053410 978.847629146 996.481841841 935.162004085 989.212053410 989.212053410 989.212053410 942.679591378 942.679591378 942.679591378
2524560896 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 985.150581775 942.679591378 989.212053410 973.470306722 989.212053410 935.162004085 989.212053410 989.212053410 989.212053410 940.722251772 940.722251772 940.722251772
2754066432 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 929.598786435 929.490649472 989.212053410 971.803331475 989.212053410 935.162004085 989.212053410 989.212053410 989.212053410 929.490649472 929.490649472 929.490649472
2983571968 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 929.598786435 929.490649472 989.212053410 971.803331475 989.212053410 935.162004085 989.212053410 989.212053410 989.212053410 929.490649472 929.490649472 929.490649472
3213077504 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 929.598786435 929.490649472 989.212053410 929.490649472 989.212053410 935.162004085 989.212053410 989.212053410 989.212053410 929.490649472 929.490649472 929.490649472
3442583040 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 929.598786435 929.490649472 989.212053410 929.490649472 989.212053410 935.162004085 989.212053410 989.212053410 989.212053410 929.490649472 929.490649472 929.490649472
3672088576 1079.293549432 929.299415107 929.299415107 149.994134325	929.490649472 929.598786435 929.490649472 989.212053410 929.490649472 989.212053410 935.162004085 989.212053410 989.212053410 989.212053410 929.490649472 929.490649472 929.490649472
1836044288 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1179.116690642 1214.207918616 1178.607076413 1183.974117162 1210.392790082 1189.785388764 1185.236263575 1177.648764341 1177.648764341 1173.370826314 1173.370826314 1174.771726949
2065549824 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1174.658397697 1181.853166893 1172.285416067 1174.644801481 1201.813212918 1161.701795853 1162.467000788 1162.467000788 1162.467000788 1145.715886495 1145.715886495 1162.467000788
2295055360 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1126.876579052 1181.853166893 1106.024786786 1174.644801481 1198.711031616 1102.819513959 1103.584718894 1103.584718894 1103.584718894 1139.069383777 1139.069383777 1126.470134750
2524560896 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1126.876579052 1144.676255765 1103.584718894 1161.630476315 1189.757434534 1102.819513959 1103.584718894 1103.584718894 1103.584718894 1105.664508238 1105.664508238 1126.470134750
2754066432 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1103.202846554 1102.748194421 1103.584718894 1135.912380894 1189.757434534 1102.819513959 1103.584718894 1103.584718894 1103.584718894 1102.748194421 1102.748194421 1102.748194421
2983571968 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1103.202846554 1102.748194421 1103.584718894 1133.752839045 1179.971768807 1102.819513959 1103.584718894 1103.584718894 1103.584718894 1102.748194421 1102.748194421 1102.748194421
3213077504 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1103.202846554 1102.748194421 1103.584718894 1122.198988377 1179.971768807 1102.819513959 1103.584718894 1103.584718894 1103.584718894 1102.748194421 1102.748194421 1102.748194421
3442583040 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1103.202846554 1102.748194421 1103.584718894 1102.748194421 1170.174174480 1102.819513959 1103.584718894 1103.584718894 1103.584718894 1102.748194421 1102.748194421 1102.748194421
3672088576 1325.744319110 1102.638052764 1102.638052764 223.106266346	1102.748194421 1103.202846554 1102.748194421 1103.584718894 1102.748194421 1161.520334658 1102.819513959 1103.584718894 1103.584718894 1103.584718894 1102.748194421 1102.748194421 1102.748194421
1836044288 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1383.662774420 1389.157938892 1357.211992847 1355.418079473 1359.699291509 1366.512890738 1356.303406171 1356.303406171 1356.303406171 1356.303406171 1356.303406171 1358.469286345
2065549824 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1380.972220979 1380.452068777 1357.211992847 1355.418066902 1356.303406171 1355.581111240 1356.303406171 1356.303406171 1356.303406171 1314.174876051 1314.174876051 1355.597996069
2295055360 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1327.983507979 1380.452068777 1295.482479746 1355.418066902 1355.414466234 1294.539060027 1234.440428533 1234.440428533 1234.440428533 1225.340301401 1225.340301401 1248.099083107
2524560896 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1311.714704549 1328.012205048 1295.482479746 1355.418066902 1355.414466234 1294.539060027 1234.440428533 1234.440428533 1234.440428533 1153.457325117 1153.457325117 1248.099083107
2754066432 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1265.062443383 1297.668218396 1295.482479746 1336.005734744 1355.414466234 1294.539060027 1234.440428533 1234.440428533 1234.440428533 1111.716098904 1111.716098904 1171.574366312
2983571968 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1265.062443383 1297.668218396 1295.482479746 1336.005734744 1355.414466234 1294.539060027 1234.440428533 1234.440428533 1234.440428533 1111.716098904 1111.716098904 1145.093803994
3213077504 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1230.113629788 1297.668218396 1295.482479746 1336.005734744 1355.414466234 1294.539060027 1234.440428533 1234.440428533 1234.440428533 1111.705209240 1111.705209240 1150.642983399
3442583040 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1195.981080355 1294.272333058 1295.482479746 1308.030084199 1355.414466234 1294.539060027 1234.440428533 1234.440428533 1234.440428533 1111.716098904 1111.716098904 1145.154971007
3672088576 1456.649505004 1111.701608572 1111.701608572 344.947896432	1111.705209240 1177.918349448 1118.516318581 1180.105804030 1139.142909794 1180.105804030 1131.574585768 1180.105804030 1180.105804030 1180.105804030 1118.516318581 1118.516318581 1118.516318581
1836044288 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 1317.555202286 1196.724436041 1203.736742621 1226.168794367 1153.766588212 1141.058128180 1093.978434553 1146.786286065 1146.786286065 1128.516995763 1128.516995763 1168.291828569
2065549824 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 1282.536022177 1196.724436041 1193.347937324 1219.167603850 1153.705508988 1115.433345530 1079.961806676 1135.792148656 1135.792148656 1090.999821758 1090.999821758 1129.872814806
2295055360 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 1275.253132192 1193.425676435 1193.347937324 1219.167603850 1153.705508988 1115.174017576 1068.797057917 1132.516471844 1132.516471844 1056.493323719 1056.493323719 1072.529852655
2524560896 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 1212.328371219 1186.508588902 1172.972977060 1184.748998982 1136.800617557 1106.662779158 1048.722648956 1113.037806975 1113.037806975 1042.130532043 1042.130532043 1054.563773547
